PairID,Text,Score
ENG-train-0034,"2000 జనాభా లెక్కల ప్రకారం జనాభా 127 మంది.
2000 నాటికి జనాభా 127 మంది.",0.97
ENG-train-0035,"ఒక అమ్మాయి లోకి వస్తాయి లేదు, బదులుగా, అమ్మాయిలు మీరు లోకి వస్తాయి వీలు.
P. S.: అమ్మాయిని ప్రేమించకు. అమ్మాయిలు నిన్ను ప్రేమించనివ్వండి!",0.97
ENG-train-0036,"ఇది ఒక తండ్రిగా నాకు ఒక గొప్ప క్షణం ఉండాలి.
ఒక తండ్రిగా నాకు, అది ఒక అద్భుతమైన క్షణం ఉండాలి.",0.97
ENG-train-0037,"జార్జ్, ఎలిజా, మరియు హ్యారీ కూడా కెనడా దాటిన తరువాత వారి స్వేచ్ఛను పొందారు.
జార్జ్, ఎలిజా, మరియు హ్యారీ చివరకు కెనడా చేరుకుంది మరియు ఉచిత మారింది.",0.97
ENG-train-0038,"నేను ఒక మంచి బాస్, అయితే, నేను కాదు?
కానీ నేను ఒక మంచి బాస్, కుడి?",0.97
ENG-train-0039,"మేము వేగాస్ లో ఒక గొప్ప సమయం కలిగి!
మేము వేగాస్ లో ఒక విస్ఫోటనం కలిగి!",0.97
ENG-train-0040,"దీనిని కొన్నిసార్లు ట్రంక్ అని పిలుస్తారు.
కొంతమంది దీనిని ట్రంక్ అని కూడా పిలుస్తారు.",0.97
ENG-train-0041,"అవును, నేను ఒక అమ్మాయి మరియు నేను వీడియో గేమ్స్ ఇష్టం.
మరియు అవును నేను వీడియో గేమ్స్ ఇష్టపడ్డారు ఒక అమ్మాయి am.",0.97
ENG-train-0042,"నేను గర్భవతి అని తెలుసుకున్నాను మరియు నేను నిన్ను నిందించాను.
నేను గర్భవతి అని తెలుసుకున్నాను మరియు అది మీ తప్పు!",0.97
ENG-train-0043,"ఇది మీకు చాలా ముఖ్యమైనది, ఇది కాదు?
ఇది మీకు చాలా ముఖ్యమైనది, అది కాదు?",0.97
ENG-train-0044,"జాన్ ష్నైడర్ గంభీరంగా వృద్ధాప్యమైంది, నేను అతనిని ఇష్టపడ్డాను 'డ్యూక్స్ ఆఫ్ హజార్డ్' ప్రదర్శనలో!
జాన్ ష్నైడర్ చాలా బాగా వృద్ధాప్యమైంది. నేను హజార్డ్ డ్యూక్స్ లో అతనిని ఇష్టపడ్డాను!",0.97
ENG-train-0045,"అంతేకాకుండా, పురుషులు మహిళల కన్నా తరువాత పరిణతి చెందుతారు.
అంతేకాకుండా, పురుషులు మహిళల కంటే ఆలస్యంగా పరిణతి చెందుతారు.",0.97
ENG-train-0046,"అది ఎవ్వరూ కేవలం చెప్పడం లేదు ఎందుకంటే అది మరింత చెడ్డ చేస్తుంది.
అది కేవలం ఎవరూ కేవలం చెప్పడం ఉంటే అది మరింత చెడ్డది.",0.97
ENG-train-0047,"అప్పుడు, ఇరవై నిమిషాల్లో, రన్వే వద్ద సేకరించడానికి.
రన్వే వద్ద సమావేశం, 20 నిమిషాల్లో.",0.97
ENG-train-0048,"ఇది ఇప్పటికీ గాలిలో ఉంది.
ఇది ఇప్పటికీ ఒక త్రో అప్..",0.97
ENG-train-0049,"అవును నేను చాలా మంచి అని గుర్తుంచుకోవాలి.
అవును నాకు గుర్తుంది. ఇది చాలా బాగుంది.",0.97
ENG-train-0050,"వారు డబ్బు కోసం అడిగితే, వారికి చెప్పవద్దు. మీరు పనిని స్వీకరించే వరకు ఏ ఏ ఏజెంట్ కూడా చెల్లించబడకూడదు.
(వారు డబ్బు కోసం అడిగితే, మీరు చెప్పేది కాదు. మీరు ఉద్యోగం పొందే వరకు ఏ ఏ ఏజెంట్ చెల్లించబడదు.",0.97
ENG-train-0051,"మరియు పెద్ద సంఖ్యలో ఈ కణాలు నాడీ వ్యవస్థను ఏర్పరుస్తాయి.
నాడీ వ్యవస్థ పెద్ద సంఖ్యలో కణాలతో కూడి ఉంటుంది.",0.97
ENG-train-0052,"ఆ పాట అబ్బాయిలు వారి స్నేహితురాలు ఆడతారు.
మరియు అబ్బాయిలు వారి స్నేహితురాలు లేదా ఏదో కోసం ఆ పాట ప్లే చేస్తుంది.",0.97
ENG-train-0053,"చరిత్రాత్మక యూరోపియన్ యూనియన్ ప్రవేశానికి క్రొయేషియా గణన ప్రారంభం
యూరోపియన్ యూనియన్లో చేరడానికి క్రొయేషియా గణన",0.97
ENG-train-0054,"నేను అండర్డాగ్ గెలిచినప్పుడు ఆనందించండి.
నేను underdog గెలుచుకున్న ఉన్నప్పుడు ఇష్టం.",0.97
ENG-train-0055,"గ్రీన్ లాంతర్ను డీసీ కామిక్స్ స్వలింగ సంపర్కుడిగా తిరిగి ప్రవేశపెట్టనుంది
గ్రీన్ లాంతర్ గే సూపర్ హీరోగా పునఃప్రారంభం కానుంది",0.97
ENG-train-0056,"జన్యువు యొక్క పొడవైన లేదా చిన్న సంస్కరణల ఉనికి కోసం వ్యక్తులపై పరీక్షలు నిర్వహించే ముందు ఫలితాలను మరొక అధ్యయనంలో పునరుత్పత్తి చేయాల్సిన అవసరం ఉందని మోఫిట్ అన్నారు.
జీన్ యొక్క పొడవైన లేదా చిన్న సంస్కరణల ఉనికి కోసం వ్యక్తులపై పరీక్షను కొనసాగించడానికి ముందు ఫలితాలను పునరుత్పత్తి చేయాల్సిన అవసరం ఉందని ప్రొఫెసర్ మోఫిట్ అన్నారు.",0.97
ENG-train-0057,"ఈ జీవుల అధ్యయనము నా జీవితకాలపు పని.
నేను నా జీవితమంతా ఈ జీవులను అధ్యయనం చేశాను.",0.97
ENG-train-0058,"మనిషి తింటున్నాడు.
ఒక మనిషి ఆహారం తింటున్నాడు.",0.97
ENG-train-0059,"ఆ గ్రుడ్డివాడు ""నేను చూస్తున్నాను"" అన్నాడు. అతను తన సుత్తిని పట్టుకొని చూసాడు.
నేను చూస్తున్నాను, అన్నాడు గ్రుడ్డి మనిషి, అతను తన సుత్తిని ఎత్తి చూసింది.",0.97
ENG-train-0060,"మనిషి మరియు ఇద్దరు యువకులు ఒక ట్రంపోలిన్ మీద దూకడం.
ఒక వ్యక్తి మరియు ఇద్దరు అబ్బాయిలు ఒక ట్రంపోలిన్ మీద దూకడం.",0.97
ENG-train-0061,"గ్రేహౌండ్ ప్రజలు వివిధ ప్రదేశాలకు రవాణా ఒక మంచి ఉద్యోగం చేస్తుంది.
గ్రేహౌండ్ మీరు వెళ్ళడానికి అవసరమైన ప్రదేశాలు పొందడానికి చాలా మంచి ఉంది.",0.97
ENG-train-0062,"అతను తుపాకీని పైకి లేపాడు, మరియు అది కంపించినప్పటికీ, అది ఇప్పటికీ డేవిడ్ దిశలో చూపింది.
తుపాకీ ఇప్పటికీ పాయింట్ ఉంది, మరియు అతని చేతి వణుకుతున్నప్పటికీ, అతను దాదాపు శాశ్వతంగా డేవిడ్ లక్ష్యంగా.",0.97
ENG-train-0063,"నా తండ్రి స్నేహితుల సంఖ్య నన్ను ఆశ్చర్యపరుస్తుంది.
నేను నా తండ్రి ఎన్ని స్నేహితులు కలిగి ఆశ్చర్యం.",0.97
ENG-train-0064,"నేను బిల్లీ టాలెంట్ను చాలా ఇష్టపడుతున్నాను. వారు నా అభిమాన సమూహాలలో ఒకటి.
నేను కేవలం బిల్లీ టాలెంట్ ప్రేమ, వారు నా ఇష్టమైన ఒకటి.",0.97
ENG-train-0065,"ఒక శిశువు తో పోజ్ రెండు మహిళలు.
ఒక శిశువు పట్టుకొని రెండు నవ్వుతూ మహిళలు.",0.94
ENG-train-0066,"మీ పనిని పూర్తి చేయడంలో మీకు అదృష్టం. మీకు సరైన సమాధానం దొరికితే, మీరు మరో 5 పాయింట్లు సంపాదించవచ్చు.
అదృష్టం మరియు మీరు మీ సమాధానం కుడి ఉంటే అది మరో 5 పాయింట్లు విలువ ఉంటుంది?",0.94
ENG-train-0067,"వారి చిరునామాః 47483 కనెక్టికట్ డాక్టర్, నాష్విల్లే.
వారు నాష్విల్లే లో 47483 కనెక్టికట్ డ్రైవ్ లో నివసిస్తున్నారు",0.94
ENG-train-0068,"అతను ఒక జత సన్ గ్లాసెస్ కోరుకుంటున్నారు చెప్పారు.
అతను ఒక జత సన్ గ్లాసెస్ కోరుకుంటున్నారు చెప్పారు!",0.94
ENG-train-0069,"వివిధ ప్రాంతాల్లో శోధించడం కొనసాగించండి. అక్కడ మంచి, ఆహ్లాదకరమైన మహిళలు ఉన్నాయి.
వేర్వేరు ప్రదేశాల్లో చూడండి, అక్కడ మంచి, ఆహ్లాదకరమైన, మహిళలు ఉన్నాయి.",0.94
ENG-train-0070,"నేను సినిమా మరియు గో-కార్ట్ రేసింగ్ వెళ్ళాలి నా బాల్ రాత్రి.
నా బాల్ రాత్రి నేను చలన చిత్రాలు వెళ్ళాలి మరియు గో కార్ట్ రేసింగ్ వెళ్ళాలి!",0.94
ENG-train-0071,"దగ్గరగా, స్కిల్ ముక్కలు చాలా అందంగా కనిపిస్తుంది.
క్లోజ్-అప్ స్కిల్ ముక్కలు చాలా nice చూడండి.",0.94
ENG-train-0072,"ఐవరీ కోస్ట్ స్టాంపెడ్లో 60 మంది మృతి చెందారు
ఐవరీ కోస్ట్లో 61 మంది మృతి",0.94
ENG-train-0073,"ఏ ఇతర స్త్రీ కంటే ఎక్కువ కాదు.
ఏ ఇతర అమ్మాయి కంటే ఎక్కువ కాదు!",0.94
ENG-train-0074,"నేను అంగీకరిస్తున్నారు లేదు, నేను ER మరియు వైల్డ్ఫైర్ ప్రేమ!
లేదు, నేను ER ప్రేమ... మరియు వైల్డ్ఫైర్!",0.94
ENG-train-0075,"కోల్డ్ప్లే చాలా త్వరగా ప్రజాదరణ పొందింది.
చల్లని ఆట నిజంగా వేగంగా వస్తోంది!",0.94
ENG-train-0076,"సీక్వెల్, పిక్మిన్ 2, 2004 లో విడుదలైంది.
2004 లో గేమ్ క్యూబ్ కోసం పిక్మిన్ 2 అనే సీక్వెల్ కూడా వచ్చింది.",0.94
ENG-train-0077,"ఒక స్త్రీ మరియు పురుషుడు వర్షంలో నృత్యం చేస్తున్నారు.
ఒక పురుషుడు మరియు స్త్రీ వర్షంలో నృత్యం చేస్తున్నారు.",0.94
ENG-train-0078,"జమన్ చెట్లు మార్చి నుండి ఏప్రిల్ వరకు వికసించడం ప్రారంభిస్తాయి.
జమన్ చెట్టు మార్చి-ఏప్రిల్ లో పుష్పించే ప్రారంభమవుతుంది.",0.94
ENG-train-0079,"కాటన్ టైల్ కుందేళ్ళు యూరోపియన్ కుందేళ్ళ కంటే మైక్సోమాటోసిస్ కు ఎక్కువ నిరోధకతను ప్రదర్శిస్తాయి.
పచ్చబొట్టు జాకెట్లు యూరోపియన్ జాకెట్లు వంటి తేలికగా మైక్సోమాటోసిస్ వ్యాధి పొందుటకు లేదు.",0.94
ENG-train-0080,"నేను మరియు నా స్నేహితులు మాన్యుకేటర్లు పొందడానికి ఇష్టపడ్డారు.
నా స్నేహితులు మరియు నేను ఒక చేతుల అందమును తీర్చిదిద్దే పద్ధతి కోసం వెలుపల వెళ్ళడానికి ఇష్టపడ్డారు.",0.94
ENG-train-0081,"రెండవ సమాధానం నేను కేవలం టాయిలెట్ వెళ్ళింది మరియు నేను ఒక Tampax వచ్చింది.
రెండవ సమాధానంః నేను కేవలం టాయిలెట్ వెళ్ళింది మరియు నేను ఒక టాంపాక్స్ వచ్చింది.",0.94
ENG-train-0082,"బిషాన్ లో ప్రస్తుతం 3 షాపింగ్ కేంద్రాలు ఉన్నాయి.
బిషాన్ మూడు షాపింగ్ కేంద్రాలు ఉన్నాయి.",0.94
ENG-train-0083,"బాగా, ఎవరు కొన్ని ఉల్లిపాయ నూనె పిండి పాన్కేక్లు కోసం సిద్ధంగా ఉంది?
సరే, ఎవరు పసుపు పిండి తో బానాన్ పాన్కేక్లు కోరుకుంటున్నారు?",0.94
ENG-train-0084,"నేను ఎక్కడో చదివాను, ఒక కొత్త చిత్రం 2008 లో వస్తుంది, లేదా వచ్చే సంవత్సరం.
నేను ఎక్కడో చదివాను ఒక కొత్త చిత్రం వచ్చే సంవత్సరం లేదా 2008 లో విడుదల అవుతుంది.",0.94
ENG-train-0085,"ఒక మహిళ మరొక మహిళ యొక్క ankle కొలిచే ఉంది.
ఒక మహిళ మరొక మహిళ యొక్క ankle కొలుస్తుంది.",0.94
ENG-train-0086,"ఇది జన్యు ఉండవచ్చు లేదా అతను తన ముక్కు మీద ముదురు రంగు మేకప్ ఇష్టం ఉండవచ్చు.
బహుశా అది జన్యు...లేదా బహుశా అతను తన ముక్కు మీద ముదురు మేకప్ ఇష్టం!!!",0.94
ENG-train-0087,"నేను టెస్ ఇష్టం కానీ జెస్సికా చాలా మంచి-గుడ్డి-గుడ్డి ఉంది!
నేను టెస్స్ ఇష్టం, జెస్సికా మంచి మంచి ఉంది!",0.94
ENG-train-0088,"పిటోడ్రీ స్టేడియం అనేది స్కాటిష్ నగరమైన అబెర్డిన్లో ఉన్న ఒక ఫుట్బాల్ స్టేడియం.
పిటోడ్రీ స్టేడియం అనేది స్కాట్లాండ్ లోని అబెర్డిన్ లోని ఒక స్టేడియం.",0.94
ENG-train-0089,"నా కొడుకు 31 మరియు ఇప్పటికీ ఒంటరిగా ఉంది.
చెడు అనుభూతి లేదు, నా కుమారుడు 31 మరియు ఇప్పటికీ ఒంటరిగా ఉంది.",0.94
ENG-train-0090,"మీ పుస్తకాలను తిరిగి విక్రయించడానికి మంచి వెబ్సైట్ half.com.
half. com మీ పుస్తకాలను విక్రయించడానికి ఒక గొప్ప వెబ్సైట్!",0.94
ENG-train-0091,"పువ్వులు, సాధారణంగా గులాబీలు, మరియు ఒక బాక్స్ మిఠాయి.
పువ్వులు సాధారణంగా గులాబీలు మరియు ఒక విషయం మిఠాయి!",0.94
ENG-train-0092,"నేను రోమ్ నుండి సురక్షితంగా మీరు పొందుటకు వెళ్తున్నారు.
నేను రోమ్ నుండి సురక్షితంగా మీరు పడుతుంది.",0.94
ENG-train-0093,"బాగా, ఇక్కడ ఒక స్లిప్నోట్ సైట్ www. Pulseofthemaggots. com ఉంది.
ఉమ్ బాగా ఇక్కడ ఒక స్లిప్నోట్ సైట్ www. pulseofthemaggots. com ఉంది!",0.94
ENG-train-0094,"మీ ప్రశ్నలు ఏ అర్ధవంతం లేదు.
మీ ప్రశ్నలు అర్ధవంతం కాదు!!!!!!",0.94
ENG-train-0095,"ఇది ఆధారపడి ఉంటుంది, మీరు నిజంగా అతన్ని కలవాలనుకుంటున్నారా?
మీరు నిజంగా అతన్ని కలవాలనుకుంటున్నారా లేదో ఆధారపడి ఉంటుంది.",0.94
ENG-train-0096,"ఫ్లాట్ ఎర్త్ మోడల్ భూమి యొక్క ఆకారం ఒక ఫ్లాట్ విమానం అని ఒక అభిప్రాయం ఉంది.
ఒక ఫ్లాట్ భూమి యొక్క ఆలోచన భూమి యొక్క ఉపరితలం ఫ్లాట్ అని ఉంది.",0.94
ENG-train-0097,"ఫ్లూక్సేటిన్ అనేది సెలెక్టివ్ సెరోటోనిన్ రీఅప్టేట్ ఇన్హిబిటర్ క్లాస్ లోని ఒక యాంటీ డిప్రెషన్.
ఫ్లూక్సేటిన్ అనేది సెలెక్టివ్ సెరోటోనిన్ రీఅప్టేట్ ఇన్హిబిటర్స్ అని పిలువబడే యాంటీ డిప్రెసెంట్ల సమూహంలో ఒకటి.",0.94
ENG-train-0098,"మీరు ఇప్పటికే మీ నిర్ణయం తీసుకున్నారు.
మీరు ఇప్పటికే మీ నిర్ణయం తీసుకున్నారు. ఇది ముగిసింది.",0.94
ENG-train-0099,"ఆమ్స్టర్డ్యామ్ కేవలం రక్తపాత వేశ్యలు చాలా ఉంది, అది కాదు?
ఆమ్స్టర్డ్యామ్ లో కేవలం ఒక సమూహం వేశ్యలు ఉన్నాయి, కుడి?",0.94
ENG-train-0100,"సిరియా ప్రతిపక్షం రమజాన్ నెలలో హమ్స్లో అస్సాద్కు కాల్పుల విరమణను అందించింది
రమజాన్ వరకు అస్సాద్ దళాలు కాల్పుల విరమణను సిరియా ప్రతిపక్షం ప్రతిపాదించింది",0.94
ENG-train-0101,"నేను ఆ పాటను ఇష్టపడుతున్నాను, అది సరైన పాట అయితే.
నేను ఆ పాట ఇష్టం ఉంటే అది కుడి పాట ;)",0.94
ENG-train-0102,"మండేలా 'ప్రేరణ'కు ఒబామా ప్రశంసలు
మండేలా స్ఫూర్తిదాయకమైన ప్రభావాన్ని ఒబామా ప్రశంసించారు",0.94
ENG-train-0103,"ఇతరులకన్నా ముందు నిన్ను నీవు సంతోషంగా చేసుకో!
ఇతరులకన్నా ముందు తనను తాను సంతోషంగా చేసుకో!",0.94
ENG-train-0104,"KL షేర్లు మధ్యాహ్నం మధ్యలో ఎగువకు చేరుకున్నాయి
KL షేర్లు మధ్యాహ్నం మధ్యలో దిగువ ధోరణిలో కొనసాగుతున్నాయి",0.94
ENG-train-0105,"ఆటోగ్రాఫ్ కూడా ఒక వ్యక్తి యొక్క సంతకం సూచిస్తుంది.
ఒక ఆటోగ్రాఫ్ కూడా ఎవరో సంతకం అర్థం చేసుకోవచ్చు.",0.94
ENG-train-0106,"గేమ్ మేకర్ అనేది విండోస్ కంప్యూటర్ ప్రోగ్రామ్, ఇది మొదట డెల్ఫీ ప్రోగ్రామింగ్ భాషలో మార్క్ ఓవర్మార్స్ చేత అభివృద్ధి చేయబడింది.
గేమ్ మేకర్ అనేది విండోస్ కోసం ఒక ప్రోగ్రామ్ - ఒక ఆపరేటింగ్ సిస్టమ్ - ఇది మొదట మార్క్ ఓవర్మార్స్ చేత సృష్టించబడింది.",0.94
ENG-train-0107,"ఎడ్వర్డ్ ఇలా స్పందించడం ఆశ్చర్యకరం కాదు.
ఎడ్వర్డ్ ఇలా స్పందించడం ఆశ్చర్యం కలిగించలేదు.",0.94
ENG-train-0108,"మీకు సాక్సోఫోన్ లేదా పియానో సంగీతం అవసరమా అని నాకు తెలియదు.
మీరు సాక్స్ లేదా పియానో సంగీతం అవసరం లేదో ఖచ్చితంగా తెలియదు, ఏమైనప్పటికీ.",0.94
ENG-train-0109,"కీఫెర్ జాక్ బౌయర్ పాత్రలో బాగా నటించాడు.
అవును, కీఫెర్ జాక్ బౌయర్ గా గొప్ప ఉద్యోగం చేస్తుంది!",0.94
ENG-train-0110,"1850 నాటికి, స్ట్రాస్ తనను తాను లెవి అని పిలిచాడు.
1850 నాటికి అతను లెవి స్ట్రాస్ అనే పేరును స్వీకరించాడు.",0.94
ENG-train-0111,"అతనిని పక్కన తీసుకెళ్లండి మరియు మీరు నిజంగా ఎలా భావిస్తున్నారో అతనికి చెప్పండి.
అతనిని పక్కన తీసుకొని మీరు నిజంగా ఎలా భావిస్తున్నారో అతనికి చెప్పండి",0.94
ENG-train-0112,"1949 లో ఒక రేడియో ప్రసారంలో బిగ్ బ్యాంగ్ అనే పదాన్ని రూపొందించిన ఫ్రెడ్ హాయిల్.
ఫ్రెడ్ హాయిల్ ఈ సిద్ధాంతాన్ని తన రేడియో కార్యక్రమంలో బిగ్ బ్యాంగ్ అని పిలిచాడు.",0.94
ENG-train-0113,"US న్యాయ విచారణకు స్నోడెన్ 'సావకాశం లేదు'
అమెరికాలో న్యాయ విచారణ జరిగే అవకాశం స్నోడెన్కు లేదు.",0.94
ENG-train-0114,"ఇది మరింత నాటకీయంగా ఉండవచ్చని నేను నమ్ముతున్నాను.
నేను అది మరింత నాటకీయ కావచ్చు అనుకుంటున్నాను!",0.94
ENG-train-0115,"కనీస వేతనం అనేది ఉద్యోగులకు లేదా కార్మికులకు యజమానులు చట్టబద్ధంగా చెల్లించగల అతి తక్కువ గంట, రోజు లేదా నెల వేతనం.
కనీస వేతనం అనేది ఒక వ్యాపారం యొక్క ఉద్యోగులకు చెల్లించగల అతి తక్కువ మొత్తం డబ్బు.",0.94
ENG-train-0116,"నేను నల్ల మరియు అది సరదాగా దొరకలేదు.
నేను నల్లగా ఉన్నాను మరియు ఇది హాస్యాస్పదంగా హాస్యాస్పదంగా ఉంది!",0.94
