split,genre,dataset,year,sid,score,sentence1,sentence2
train,main-captions,MSRvid,2012test,0028,3.8,ఒక పిల్లి శిశువు యొక్క ముఖం మీద రుద్దడం.,ఒక పిల్లి ఒక శిశువు మీద రుద్దుతుంది.
train,main-captions,MSRvid,2012test,0029,5.0,మనిషి ఒక గుర్రం మీద నడుస్తోంది.,ఒక మనిషి ఒక గుర్రం మీద నడుస్తోంది.
train,main-captions,MSRvid,2012test,0030,3.2,ఒక వ్యక్తి ఒక కుండ లోకి చమురు పోయాలి.,ఒక వ్యక్తి ఒక కుండ లో వైన్ పోయాలి.
train,main-captions,MSRvid,2012test,0031,2.8,ఒక వ్యక్తి గిటార్ ఆడుతున్నారు.,ఒక అమ్మాయి గిటార్ ఆడుతోంది.
train,main-captions,MSRvid,2012test,0032,4.6,ఒక పాండా స్లైడ్ క్రింద స్లయిడింగ్ ఉంది.,ఒక పాండా ఒక స్లైడ్ కింద స్లయిడ్.
train,main-captions,MSRvid,2012test,0034,3.0,ఒక మహిళ ఏదో తినడం ఉంది.,ఒక మహిళ మాంసం తింటుంది.
train,main-captions,MSRvid,2012test,0035,5.0,ఒక మహిళ ఒక బంగాళాదుంప peels.,ఒక మహిళ ఒక బంగాళాదుంప peeling ఉంది.
train,main-captions,MSRvid,2012test,0038,4.8,బాలుడు తన బైక్ నుండి పడిపోయింది.,ఒక బాలుడు తన బైక్ నుండి పడిపోతుంది.
train,main-captions,MSRvid,2012test,0040,5.0,మహిళ ఫ్లూట్ ఆడుతోంది.,ఒక మహిళ ఫ్లాట్ ఆడుతోంది.
train,main-captions,MSRvid,2012test,0042,4.2,ఒక కుందేలు ఒక ఈగల్ నుండి పారిపోతోంది.,ఒక హనుమంతుడు ఒక డేగ నుండి పరుగెత్తుతోంది.
train,main-captions,MSRvid,2012test,0044,4.2,మహిళ ఒక రొట్టెలుకాల్చిన పంది కోటు వేయించడం ఉంది.,ఒక మహిళ ఒక రొట్టెలుకాల్చిన పంది మాంసం కట్ ఉడికించాలి ఉంది.
train,main-captions,MSRvid,2012test,0046,4.0,ఒక అమ్మాయి ఒక విమానంలో ఎగురుతుంది.,ఒక అమ్మాయి నడుస్తున్న ఒక విమానంలో ఎగురుతుంది.
train,main-captions,MSRvid,2012test,0047,4.0,ఒక మనిషి ఒక మెకానికల్ ఎద్దు నడుస్తోంది.,ఒక వ్యక్తి ఒక మెకానికల్ ఎద్దు అధిరోహించాడు.
train,main-captions,MSRvid,2012test,0048,4.909,మనిషి గిటార్ ఆడుతున్నాడు.,ఒక వ్యక్తి గిటార్ ఆడుతున్నారు.
train,main-captions,MSRvid,2012test,0050,3.0,ఒక మహిళ ఇతర మహిళలతో కలిసి నృత్యం మరియు పాడటం.,ఒక మహిళ వర్షం లో నృత్యం మరియు పాడటం.
train,main-captions,MSRvid,2012test,0052,2.4,ఒక వ్యక్తి ఒక రొట్టె కట్.,ఒక వ్యక్తి ఒక ఉల్లిపాయ కట్.
train,main-captions,MSRvid,2012test,0053,4.2,ఒక వ్యక్తి ఒక పాన్ లో నూనె పోయడం.,ఒక వ్యక్తి ఒక గిన్నెలో నూనె పోడుతున్నాడు.
train,main-captions,MSRvid,2012test,0054,3.4,ఒక సింహం ప్రజలతో ఆడుతోంది.,ఒక సింహం ఇద్దరు పురుషులతో ఆడుతోంది.
train,main-captions,MSRvid,2012test,0055,5.0,ఒక కుక్క స్కేట్బోర్డ్ మీద నడుస్తుంది.,ఒక కుక్క స్కేట్బోర్డ్ మీద నడుస్తోంది.
train,main-captions,MSRvid,2012test,0056,3.75,ఎవరైనా ఒక విగ్రహం చెక్కడం ఉంది.,ఒక వ్యక్తి ఒక విగ్రహాన్ని చెక్కడం.
train,main-captions,MSRvid,2012test,0057,2.75,ఒక మహిళ ఒక ఉల్లిపాయ కట్.,ఒక వ్యక్తి ఒక ఉల్లిపాయ కట్.
train,main-captions,MSRvid,2012test,0058,5.0,ఒక మహిళ గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి.,ఒక మహిళ గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి గంజి
train,main-captions,MSRvid,2012test,0059,4.0,ఒక మహిళ చేపలు వేయించడం.,ఒక మహిళ చేపలు ఉడికించాలి ఉంది.
train,main-captions,MSRvid,2012test,0061,3.6,ఒక మహిళ ఎలక్ట్రిక్ గిటార్ ఆడుతోంది.,ఒక మహిళ గిటార్ ఆడుతోంది.
train,main-captions,MSRvid,2012test,0062,1.6,ఒక శిశువు పులి ఒక బంతి తో ఆడుతోంది.,ఒక శిశువు బొమ్మతో ఆడుతోంది.
train,main-captions,MSRvid,2012test,0064,1.75,ఒక వ్యక్తి ఒక టమోటాలను కత్తిరించడం.,ఒక వ్యక్తి కొన్ని మాంసం కట్.
train,main-captions,MSRvid,2012test,0065,5.0,ఒక వ్యక్తి ఒక ఉల్లిపాయ కట్.,ఒక వ్యక్తి ఒక ఉల్లిపాయ కట్.
train,main-captions,MSRvid,2012test,0068,1.0,ఒక వ్యక్తి పియానో ఆడుతున్నాడు.,ఒక మహిళ వియాని ఆడుతోంది.
train,main-captions,MSRvid,2012test,0069,1.0,ఒక మహిళ ఫ్లూట్ ఆడుతోంది.,ఒక వ్యక్తి గిటార్ ఆడుతున్నారు.
train,main-captions,MSRvid,2012test,0070,2.375,ఒక వ్యక్తి ఒక బంగాళాదుంప కట్.,ఒక వ్యక్తి గుళికలు కత్తిరించడం.
train,main-captions,MSRvid,2012test,0071,3.8,ఒక పిల్లవాడు గిటార్ ఆడుతున్నాడు.,ఒక బాలుడు గిటార్ ఆడుతున్నాడు.
train,main-captions,MSRvid,2012test,0072,3.2,ఒక బాలుడు గిటార్ ఆడుతున్నాడు.,ఒక వ్యక్తి గిటార్ ఆడుతున్నారు.
train,main-captions,MSRvid,2012test,0073,3.2,ఒక వ్యక్తి గిటార్ ఆడుతున్నారు.,ఒక బాలుడు గిటార్ ఆడుతున్నాడు.
train,main-captions,MSRvid,2012test,0075,4.4,ఒక చిన్న పిల్లవాడు కీబోర్డ్ ఆడుతున్నాడు.,ఒక బాలుడు కీబోర్డ్ ఆడుతోంది.
train,main-captions,MSRvid,2012test,0077,3.75,ఒక వ్యక్తి గిటార్ ఆడుతున్నారు.,ఒక వ్యక్తి ఒక ఎలక్ట్రిక్ గిటార్ ఆడుతోంది.
train,main-captions,MSRvid,2012test,0078,4.75,ఒక కుక్క ఒక శిశువును నలిగిస్తుంది.,ఒక కుక్క ఒక శిశువును నలిగిస్తోంది.
train,main-captions,MSRvid,2012test,0080,3.2,ఒక మహిళ ఒక ఉల్లిపాయ కట్.,ఒక వ్యక్తి కట్ మరియు ఉల్లిపాయ.
train,main-captions,MSRvid,2012test,0081,1.556,ఒక వ్యక్తి గిటార్ ఆడుతున్నారు.,ఒక వ్యక్తి డ్రమ్స్ ప్లే ఉంది.
train,main-captions,MSRvid,2012test,0083,3.938,ఒక మహిళ ఒక మిరియాలు కట్ ఉంది.,ఒక మహిళ ఒక ఎరుపు మిరియాలు కట్ ఉంది.
train,main-captions,MSRvid,2012test,0084,5.0,ఒక వ్యక్తి డ్రమ్స్ ప్లే ఉంది.,ఒక మనిషి డ్రమ్ ప్లే.
train,main-captions,MSRvid,2012test,0085,5.0,ఒక మహిళ ఒక గుర్రం రైడ్.,ఒక మహిళ ఒక గుర్రం మీద నడుస్తోంది.
train,main-captions,MSRvid,2012test,0086,4.0,ఒక వ్యక్తి ఒక చెట్టు పక్కన ఒక బంగాళాదుంప తింటున్నాడు.,ఒక వ్యక్తి ఒక వెన్న తింటున్నాడు.
train,main-captions,MSRvid,2012test,0087,1.6,ఒక పిల్లి ఒక కీబోర్డ్ ఆడుతోంది.,ఒక వ్యక్తి రెండు కీబోర్డులు ప్లే.
train,main-captions,MSRvid,2012test,0089,4.75,ఒక వ్యక్తి ఒక చెట్టును చెక్కతో కత్తిరిస్తాడు.,ఒక వ్యక్తి ఒక చెట్టును చెక్కతో కత్తిరించాడు.
train,main-captions,MSRvid,2012test,0090,3.5,ఒక పిల్లవాడు ఒక బొమ్మ ఫోన్ తో ఆడుతున్నాడు.,ఒక చిన్న పిల్లవాడు బొమ్మ ఫోన్ తో ఆడుతున్నాడు.
train,main-captions,MSRvid,2012test,0093,1.4,ఒక వ్యక్తి ఒక మోటార్ సైకిల్ నడుస్తోంది.,ఒక మనిషి ఒక గుర్రం మీద నడుస్తోంది.
train,main-captions,MSRvid,2012test,0094,1.4,ఒక వ్యక్తి ఒక మోటార్ సైకిల్ నడుస్తోంది.,ఒక మనిషి ఒక గుర్రం మీద నడుస్తోంది.
train,main-captions,MSRvid,2012test,0099,4.0,ఒక ఎద్దు వృత్తాకారంలో తిరుగుతుంది.,ఒక ఎద్దు సర్కిల్స్ లో చుట్టూ నడుస్తుంది.
train,main-captions,MSRvid,2012test,0101,5.0,ఒక మనిషి మరియు ఒక మహిళ ముద్దు పెట్టుకుంటున్నారు.,ఒక పురుషుడు మరియు ఒక మహిళ ముద్దు.
train,main-captions,MSRvid,2012test,0102,3.833,ఒక వ్యక్తి ఒక కారు లోకి పొందుటకు.,ఒక వ్యక్తి ఒక గ్యారేజీలో ఒక కారులోకి ప్రవేశిస్తాడు.
train,main-captions,MSRvid,2012test,0104,0.6,ఒక మనిషి డ్యాన్స్.,ఒక మనిషి మాట్లాడుతున్నాడు.
train,main-captions,MSRvid,2012test,0105,2.917,ఒక వ్యక్తి గిటార్ ప్లే మరియు పాడటం.,ఒక వ్యక్తి గిటార్ ఆడుతున్నారు.
train,main-captions,MSRvid,2012test,0106,4.2,ఒక వ్యక్తి పుట్టగొడుగులను కత్తిరించడం.,ఒక వ్యక్తి ఒక కత్తితో పుట్టగొడుగులను కత్తిరించడం.
train,main-captions,MSRvid,2012test,0108,2.0,ఒక పులి పులి ఒక ధ్వని చేస్తుంది.,ఒక పులుడు చుట్టూ నడుస్తుంది.
train,main-captions,MSRvid,2012test,0109,2.6,ఒక వ్యక్తి ఉల్లిపాయలు కత్తిరించడం.,ఒక వ్యక్తి ఒక ఉల్లిపాయ peeling ఉంది.
train,main-captions,MSRvid,2012test,0110,1.6,ఒక వ్యక్తి పియానో ఆడుతున్నాడు.,ఒక మనిషి ట్రంపెట్ ఆడుతోంది.
train,main-captions,MSRvid,2012test,0111,2.0,ఒక మహిళ ఒక బంగాళాదుంప peeling ఉంది.,ఒక మహిళ ఒక ఆపిల్ peeling ఉంది.
train,main-captions,MSRvid,2012test,0112,4.2,ఒక pankda బాంబు తింటుంది.,ఒక పాండా ఎలుగుబంటి కొన్ని బాంబు తినడం.
train,main-captions,MSRvid,2012test,0113,2.0,ఒక వ్యక్తి ఒక ఉల్లిపాయ peeling ఉంది.,ఒక వ్యక్తి ఒక బంగాళాదుంప peeling ఉంది.
train,main-captions,MSRvid,2012test,0114,4.8,ఒక మాంసం మరొక మాంసాన్ని నెట్టివేస్తుంది.,మాంసం ఇతర మాంసాన్ని నెట్టివేసింది.
train,main-captions,MSRvid,2012test,0115,4.4,ఒక ఎద్దు సర్కిల్స్ లో చుట్టూ నడుస్తుంది.,ఒక ఎద్దు వృత్తంలో కదులుతోంది.
train,main-captions,MSRvid,2012test,0116,5.0,ఒక వ్యక్తి తన బూట్లు కట్టడం.,ఒక వ్యక్తి తన బూట్లు కట్టుకుంటుంది.
train,main-captions,MSRvid,2012test,0117,3.0,ఒక బాలుడు పాడటం మరియు పియానో ప్లే.,ఒక బాలుడు పియానో ఆడుతున్నాడు.
train,main-captions,MSRvid,2012test,0118,4.25,ఒక కుక్క నీటి మెలోన్ తింటుంది.,ఒక కుక్క ఒక ముక్క వాటర్మెలోన్ తింటుంది.
train,main-captions,MSRvid,2012test,0119,4.25,ఒక మహిళ బ్రోకలీ కత్తిరిస్తోంది.,ఒక మహిళ ఒక కత్తితో బ్రోకలీని కత్తిరిస్తోంది.
train,main-captions,MSRvid,2012test,0120,3.8,ఒక వ్యక్తి ఒక బంగాళాదుంప peeling ఉంది.,ఒక వ్యక్తి ఒక బంగాళాదుంప peeled.
train,main-captions,MSRvid,2012test,0121,2.4,ఒక మహిళ గిటార్ ఆడుతోంది.,ఒక వ్యక్తి గిటార్ ప్లే.
train,main-captions,MSRvid,2012test,0123,1.6,ఒక మహిళ టమోటా కట్.,ఒక వ్యక్తి ఉల్లిపాయ కట్.
train,main-captions,MSRvid,2012test,0125,2.0,ఒక వ్యక్తి నీటి కింద ఈత.,ఒక మహిళ నీటి అడుగున స్విమ్మింగ్ ఉంది.
train,main-captions,MSRvid,2012test,0126,1.6,ఒక మనిషి మరియు ఒక మహిళ మాట్లాడుతున్నారు.,ఒక మనిషి మరియు ఒక మహిళ తినడం.
train,main-captions,MSRvid,2012test,0129,4.0,ఒక చిన్న కుక్క ఒక యోగా బంతి వెంబడిస్తోంది.,ఒక కుక్క ఒక బంతి వెంబడిస్తోంది.
train,main-captions,MSRvid,2012test,0130,2.2,పురుషులు క్రికెట్ ఆడుతున్నారు.,పురుషులు బాస్కెట్బాల్ ఆడుతున్నారు.
train,main-captions,MSRvid,2012test,0131,4.4,ఒక వ్యక్తి ఒక మోటార్ సైకిల్ మీద బయలుదేరుతాడు.,ఒక వ్యక్తి ఒక మోటార్ సైకిల్ మీద నడుస్తోంది.
train,main-captions,MSRvid,2012test,0132,3.6,ఒక వ్యక్తి గిటార్ ఆడుతున్నారు.,ఒక వ్యక్తి పాడటం మరియు గిటార్ ప్లే.
train,main-captions,MSRvid,2012test,0133,3.6,ఆ వ్యక్తి టెలిఫోన్లో మాట్లాడాడు.,ఆ వ్యక్తి ఫోన్లో మాట్లాడుతున్నాడు.
train,main-captions,MSRvid,2012test,0135,0.5,ఒక వ్యక్తి ఫిషింగ్ ఉంది.,ఒక వ్యక్తి వ్యాయామం చేస్తున్నారు.
train,main-captions,MSRvid,2012test,0136,0.8,ఒక వ్యక్తి levitating ఉంది.,ఒక మనిషి మాట్లాడుతున్నాడు.
train,main-captions,MSRvid,2012test,0138,0.6,ఇద్దరు అబ్బాయిలు డ్రైవింగ్ చేస్తున్నారు.,రెండు బేలు నృత్యం చేస్తున్నారు.
train,main-captions,MSRvid,2012test,0141,2.6,ఒక మనిషి ఒక గుర్రం మీద నడుస్తోంది.,ఒక అమ్మాయి ఒక గుర్రం మీద నడుస్తోంది.
train,main-captions,MSRvid,2012test,0142,2.0,ఒక వ్యక్తి ఒక సైకిల్ నడుస్తోంది.,ఒక కోతి ఒక మోటార్ సైకిల్ నడుస్తోంది.
train,main-captions,MSRvid,2012test,0143,2.2,ఒక వ్యక్తి బంగాళాదుంపలు కత్తిరించడం.,ఒక మహిళ బంగాళాదుంపలు peeling ఉంది.
train,main-captions,MSRvid,2012test,0144,2.4,ఒక మహిళ ఒక బంగాళాదుంప peeling ఉంది.,ఒక వ్యక్తి బంగాళాదుంపలు కత్తిరించడం.
train,main-captions,MSRvid,2012test,0145,3.6,ఒక వ్యక్తి గిటార్ ఆడుతున్నారు.,ఎవరో గిటార్ ఆడుతున్నారు.
train,main-captions,MSRvid,2012test,0148,2.2,ఒక మహిళ ఒక కత్తిరింపు కత్తిరింపు ఉంది.,ఒక మహిళ గుమ్మడికాయ కత్తిరిస్తోంది.
train,main-captions,MSRvid,2012test,0149,4.8,మనిషి ఒక కాగితం ప్లేట్ కట్.,ఒక వ్యక్తి ఒక కాగితపు ప్లేట్ కట్.
train,main-captions,MSRvid,2012test,0151,1.643,మనిషి గిటార్ ఆడుతున్నాడు.,ఒక వ్యక్తి ఫ్లూట్ ఆడుతున్నారు.
train,main-captions,MSRvid,2012test,0152,1.75,ఒక వ్యక్తి పియానో ఆడుతున్నాడు.,మనిషి వయోలిన్ ఆడుతున్నాడు.
train,main-captions,MSRvid,2012test,0154,2.25,ఒక మహిళ కొన్ని మాంసం కట్ ఉంది.,ఒక మహిళ కొన్ని మాంసం రొట్టెలుకాల్చు ఉంది.
train,main-captions,MSRvid,2012test,0155,4.0,ఒక వ్యక్తి తన కీబోర్డ్ మీద ఆడుతున్నాడు.,ఒక వ్యక్తి ఒక కీబోర్డ్ పియానో ఆడుతున్నారు.
train,main-captions,MSRvid,2012test,0157,4.8,ఆ మహిళ ఆకుపచ్చ ఉల్లిపాయలను కత్తిరించింది.,లేడీ ఒక ఆకుపచ్చ ఉల్లిపాయ కట్.
train,main-captions,MSRvid,2012test,0158,3.2,ఎవరైనా నీటిలో నూడుల్స్ కూర్చొని ఉంది.,ఒక మహిళ నీటిలో నూడుల్స్ వేసి ఉంది.
train,main-captions,MSRvid,2012test,0160,4.0,లియోనెల్ రిచి పైకప్పు మీద నృత్యం చేస్తోంది.,లియోనెల్ రిచి పైకప్పు మీద నిలబడి నృత్యం చేస్తాడు.
train,main-captions,MSRvid,2012test,0161,4.4,ఒక వ్యక్తి పియానో ఆడుతున్నారు.,ఒక వ్యక్తి పియానో ఆడుతున్నాడు.
train,main-captions,MSRvid,2012test,0163,4.6,ఒక మహిళ ఫ్లూట్ ఆడుతోంది.,ఒక మహిళ ఫ్లాట్ మీద ఆడుతోంది.
train,main-captions,MSRvid,2012test,0164,3.8,ఒక బాలుడు ఒక క్యాలెండర్ తనిఖీ.,ఒక బాలుడు ఒక క్యాలెండర్ చూస్తోంది.
train,main-captions,MSRvid,2012test,0165,4.8,ఒక మహిళ ఒక ఉల్లిపాయ కట్ ఉంది.,ఒక మహిళ ఉల్లిపాయలు కత్తిరించడం.
train,main-captions,MSRvid,2012test,0166,4.857,ఒక వ్యక్తి గిటార్ ఆడుతున్నారు.,ఒక వ్యక్తి గిటార్ ప్లే.
train,main-captions,MSRvid,2012test,0167,5.0,ఒక మహిళ ఒక కుట్టు యంత్రాన్ని ఉపయోగిస్తోంది.,ఒక మహిళ ఒక యంత్రం మీద కుట్టు ఉంది.
train,main-captions,MSRvid,2012test,0168,2.533,ఒక మహిళ పాన్కేక్లు తిప్పడం ఉంది.,ఒక కార్టూన్ చెఫ్ పాన్కేక్లు తిరుగుతున్న.
train,main-captions,MSRvid,2012test,0172,1.0,ఒక వ్యక్తి రోడ్డు మీద నడుస్తోంది.,ఒక కారు రోడ్డు దిగువన డ్రైవింగ్ ఉంది.
train,main-captions,MSRvid,2012test,0175,1.0,ఒక మనిషి ఒక గుర్రం మీద నడుస్తోంది.,ఒక వ్యక్తి ఫోన్లో మాట్లాడుతున్నాడు.
train,main-captions,MSRvid,2012test,0176,2.0,ఒక వ్యక్తి సైకిల్ నడుపుతోంది.,ఒక మనిషి ఒక గుర్రం మీద నడుస్తోంది.
train,main-captions,MSRvid,2012test,0178,0.143,ఒక మహిళ డ్యాన్స్ ఉంది.,ఒక మనిషి తింటున్నాడు.
train,main-captions,MSRvid,2012test,0179,2.0,ఒక వ్యక్తి పియానో ఆడుతున్నారు.,ఒక మనిషి ఒక ఫ్లూట్ ఆడుతోంది.
train,main-captions,MSRvid,2012test,0180,1.6,ఒక మనిషి ఒక ఫ్లూట్ ఆడుతోంది.,ఒక వ్యక్తి పియానో ఆడుతున్నారు.
train,main-captions,MSRvid,2012test,0182,1.6,ఒక వ్యక్తి స్పిన్నింగ్ ఉంది.,ఒక మనిషి డ్యాన్స్.
train,main-captions,MSRvid,2012test,0184,3.4,ఒక కోతి అవయవము నుండి అవయవము వరకు తిరుగుతుంది.,ఒక కోతి చెట్టు నుండి చెట్టుకు కదిలేది.
train,main-captions,MSRvid,2012test,0185,4.0,ప్రజలు రైలు నుండి వచ్చింది.,ప్రజలు స్టేషన్ వద్ద రైలు నుండి వచ్చారు.
train,main-captions,MSRvid,2012test,0187,4.8,ఒక కుక్క ఒక ట్రాంపోలిన్ మీద జంపింగ్ ఉంది.,ఒక కుక్క ఒక ట్రాంపోలిన్ మీద తిరుగుతుంది.
train,main-captions,MSRvid,2012test,0188,2.5,ఒక బాలుడు ఒక వాయిద్యం ఆడుతోంది.,ఒక మనిషి ఒక ట్రంపెట్ ఆడుతోంది.
train,main-captions,MSRvid,2012test,0190,1.75,ఒక మహిళ గిటార్ ప్లే.,ఒక మనిషి పాడతాడు మరియు గిటార్ ప్లే.
train,main-captions,MSRvid,2012test,0191,1.0,ఒక మహిళ ఒక డబ్బం ఎంచుకోవడం ఉంది.,ఒక మహిళ ఒక టమోటా కట్.
train,main-captions,MSRvid,2012test,0192,5.0,ఒక వ్యక్తి ఒక తాడు ఎక్కి ఉంది.,ఒక వ్యక్తి ఒక తాడు పైకి ఎక్కి.
train,main-captions,MSRvid,2012test,0193,1.4,ఒక వ్యక్తి ఒక కారు ఎత్తడం.,ఒక వ్యక్తి ఒక గోడ ఎక్కి ఉంది.
train,main-captions,MSRvid,2012test,0195,4.0,ఒక పురుషుడు మరియు స్త్రీ ఒక జీప్ లో వీధి దిగువన డ్రైవింగ్ చేస్తున్నారు.,ఒక పురుషుడు మరియు స్త్రీ బహిరంగ వాహనం లో రోడ్డు మీద డ్రైవింగ్ చేస్తున్నారు.
train,main-captions,MSRvid,2012test,0196,3.8,చొక్కా లేని వ్యక్తి ఒక కుర్చీలో కూర్చున్నాడు.,ఒక చొక్కా లేని వ్యక్తి ఒక కుర్చీలో కూర్చున్నాడు.
train,main-captions,MSRvid,2012test,0198,4.0,ఇద్దరు మహిళలు పోరాడుతున్నారు.,ఇద్దరు మహిళలు నేలపై పోరాడుతున్నారు.
train,main-captions,MSRvid,2012test,0199,4.0,కుక్కపిల్ల నీలం టెన్నిస్ బంతితో ఆడాడు.,ఒక కుక్కపిల్ల టెన్నిస్ బంతితో ఆడుతోంది.
train,main-captions,MSRvid,2012test,0200,4.8,ఒక కంగ్రూ ఏదో తినడం ఉంది.,ఒక కంగూరు తింటుంది.
train,main-captions,MSRvid,2012test,0201,0.6,ఒక పిల్లి పియానో ఆడుతోంది.,ఒక వ్యక్తి గిటార్ ఆడుతున్నారు.
train,main-captions,MSRvid,2012test,0202,4.75,మనిషి ఒక కత్తితో కొన్ని కార్పెట్ కట్.,ఒక వ్యక్తి ఒక కత్తితో కార్పెట్ కత్తిరించడం.
train,main-captions,MSRvid,2012test,0203,2.2,ఒక మహిళ రోడ్డు మీద మోటార్ స్కూటర్ నడుపుతోంది.,ఒక వ్యక్తి ఒక మోటార్ స్కూటర్ నడుస్తోంది.
train,main-captions,MSRvid,2012test,0204,3.0,ఎవరైనా ఒక కూరగాయ కట్ ఉంది.,ఎవరో ఒక టమోటా కట్.
train,main-captions,MSRvid,2012test,0205,0.0,ఒక మహిళ డ్యాన్స్ ఉంది.,ఒక మనిషి మాట్లాడుతున్నాడు.
train,main-captions,MSRvid,2012test,0207,2.2,ఒక కుక్క ఒక శిశువు యొక్క స్లీవ్ licks అప్.,ఒక కుక్క ఒక శిశువును నలిగిస్తుంది.
train,main-captions,MSRvid,2012test,0208,0.4,ఒక వ్యక్తి ఒక పడవ రోయింగ్ ఉంది.,ఒక వ్యక్తి ఒక టమోటా కట్.
train,main-captions,MSRvid,2012test,0210,4.8,ఒక వ్యక్తి బంగాళాదుంపలు కట్.,ఒక వ్యక్తి బంగాళాదుంపలు కట్.
train,main-captions,MSRvid,2012test,0212,4.8,ఒక మహిళ గోధుమ గోధుమ కత్తిరించడం.,మహిళ గోధుమ గోధుమ గోధుమ గోధుమ గోధుమ గోధుమ గోధుమ గోధుమ గోధుమ గోధుమ గోధుమ గోధుమ గోధుమ గోధుమ గోధుమ.
train,main-captions,MSRvid,2012test,0214,3.8,ఒక జంతువు సర్కిల్లో నడుస్తుంది.,ఒక ఎద్దు సర్కిల్స్ లో నడుస్తుంది.
