split,genre,dataset,year,sid,score,sentence1,sentence2
train,main-captions,MSRvid,2012test,0029,5.0,Mutumin yana hawa doki.,Wani mutum yana hawa doki.
train,main-captions,MSRvid,2012test,0030,3.2,Wani mutum ya zuba man fetur a cikin tukunya.,Wani mutum ya zuba ruwan inabi a cikin tukunya.
train,main-captions,MSRvid,2012test,0031,2.8,Wani mutum yana wasa da guitar.,Wata yarinya tana wasa da guitar.
train,main-captions,MSRvid,2012test,0032,4.6,Wani panda yana zamewa a cikin slide.,A panda slides saukar da wani slide.
train,main-captions,MSRvid,2012test,0034,3.0,Wata mace tana cin wani abu.,Wata mace tana cin nama.
train,main-captions,MSRvid,2012test,0035,5.0,Wata mace ta cire dankalin turawa.,Wata mace tana cire dankalin turawa.
train,main-captions,MSRvid,2012test,0038,4.8,Yaron ya fadi daga babur dinsa.,Wani yaro ya fadi daga babur dinsa.
train,main-captions,MSRvid,2012test,0040,5.0,Matar tana wasa da ƙaho.,Wata mace tana wasa da ƙaho.
train,main-captions,MSRvid,2012test,0042,4.2,Wani zaki yana guduwa daga gaggafa.,Wani zaki yana guduwa daga gaggafa.
train,main-captions,MSRvid,2012test,0044,4.2,Matar tana yin naman alade mai burodi.,Wata mace tana dafa naman alade mai burodi.
train,main-captions,MSRvid,2012test,0046,4.0,Wata yarinya tana tashi da jirgin sama.,Yarinya mai gudu tana tashi da jirgin sama.
train,main-captions,MSRvid,2012test,0047,4.0,Wani mutum yana hawa a kan bijimin injiniya.,Wani mutum ya hau wani bijimin injiniya.
train,main-captions,MSRvid,2012test,0048,4.909,Mutumin yana wasa da guitar.,Wani mutum yana wasa da guitar.
train,main-captions,MSRvid,2012test,0050,3.0,Wata mace tana rawa da raira waƙa tare da wasu mata.,Wata mace tana rawa da raira waƙa a cikin ruwan sama.
train,main-captions,MSRvid,2012test,0052,2.4,Wani mutum yana yanka burodi.,Wani mutum yana yanka albasa.
train,main-captions,MSRvid,2012test,0053,4.2,Wani mutum yana zuba man fetur a cikin kwanon rufi.,Wani mutum yana zuba man fetur a cikin kwanon rufi.
train,main-captions,MSRvid,2012test,0054,3.4,Zaki yana wasa da mutane.,Zaki yana wasa da maza biyu.
train,main-captions,MSRvid,2012test,0055,5.0,A kare yana hawa a kan wani skateboard.,A kare yana hawa a kan wani skateboard.
train,main-captions,MSRvid,2012test,0056,3.75,Wani yana sassaƙa mutum-mutumi.,Wani mutum yana sassaƙa mutum-mutumi.
train,main-captions,MSRvid,2012test,0057,2.75,Wata mace tana yanka albasa.,Wani mutum yana yanka albasa.
train,main-captions,MSRvid,2012test,0058,5.0,Wata mace tana peeling shrimp.,Wata mace tana peeling shrimp.
train,main-captions,MSRvid,2012test,0059,4.0,Wata mace tana tafasa kifi.,Wata mace tana dafa kifi.
train,main-captions,MSRvid,2012test,0061,3.6,Wata mace tana wasa da guitar na lantarki.,Wata mace tana wasa da guitar.
train,main-captions,MSRvid,2012test,0062,1.6,Wani jaririn tiger yana wasa da ball.,Wani jariri yana wasa da yar tsana.
train,main-captions,MSRvid,2012test,0064,1.75,Wani mutum yana yanka tumatir.,Wani mutum yana yanka nama.
train,main-captions,MSRvid,2012test,0065,5.0,Mutum ya yanka albasa.,Wani mutum yana yanka albasa.
train,main-captions,MSRvid,2012test,0068,1.0,Wani mutum yana wasa da piano.,Wata mace tana wasa da violin.
train,main-captions,MSRvid,2012test,0069,1.0,Wata mace tana wasa da ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙu.,Wani mutum yana wasa da guitar.
train,main-captions,MSRvid,2012test,0070,2.375,Wani mutum yana yanka dankalin turawa.,Wani mutum yana yanka karas.
train,main-captions,MSRvid,2012test,0071,3.8,Wani yaro yana wasa da guitar.,Wani yaro yana wasa da guitar.
train,main-captions,MSRvid,2012test,0072,3.2,Wani yaro yana wasa da guitar.,Wani mutum yana wasa da guitar.
train,main-captions,MSRvid,2012test,0073,3.2,Wani mutum yana wasa da guitar.,Wani yaro yana wasa da guitar.
train,main-captions,MSRvid,2012test,0075,4.4,Wani ƙaramin yaro yana wasa da keyboard.,Wani yaro yana wasa da keyboard.
train,main-captions,MSRvid,2012test,0077,3.75,Wani mutum yana wasa da guitar.,Wani mutum yana wasa da guitar na lantarki.
train,main-captions,MSRvid,2012test,0078,4.75,A kare licks wani jariri.,Wani kare yana licking wani jariri.
train,main-captions,MSRvid,2012test,0080,3.2,Wata mace tana yanka albasa.,Wani mutum yana yanka da albasa.
train,main-captions,MSRvid,2012test,0081,1.556,Wani mutum yana wasa da guitar.,Wani mutum yana buga ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon.
train,main-captions,MSRvid,2012test,0083,3.938,Wata mace tana yanka barkono.,Wata mace tana yanka barkono mai launin ruwan kasa.
train,main-captions,MSRvid,2012test,0084,5.0,Wani mutum yana buga ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon ƙwallon.,Wani mutum yana wasa da drum.
train,main-captions,MSRvid,2012test,0085,5.0,Wata mace tana hawa doki.,Wata mace tana hawa doki.
train,main-captions,MSRvid,2012test,0086,4.0,Wani mutum yana cin banana kusa da itace.,Wani mutum yana cin banana.
train,main-captions,MSRvid,2012test,0087,1.6,Wani cat yana wasa da keyboard.,Wani mutum yana wasa da keyboard biyu.
train,main-captions,MSRvid,2012test,0089,4.75,Wani mutum ya sare itace da ƙusa.,Wani mutum ya yanka itace da yashi.
train,main-captions,MSRvid,2012test,0090,3.5,Wani yaro yana wasa da wayar wasa.,Wani ƙaramin yaro yana wasa da wayar wasa.
train,main-captions,MSRvid,2012test,0093,1.4,Wani mutum yana hawa babur.,Wani mutum yana hawa doki.
train,main-captions,MSRvid,2012test,0094,1.4,Wani mutum yana hawa babur.,Wani mutum yana hawa doki.
train,main-captions,MSRvid,2012test,0099,4.0,Squirrel yana juyawa a cikin da'irori.,Squirrel yana tafiya a cikin da'irori.
train,main-captions,MSRvid,2012test,0101,5.0,Wani mutum da wata mace suna yi wa juna sumba.,Wani namiji da wata mace sun yi sumba.
train,main-captions,MSRvid,2012test,0102,3.833,Wani mutum yana shiga mota.,Wani mutum yana shiga mota a cikin gareji.
train,main-captions,MSRvid,2012test,0104,0.6,Wani mutum yana rawa.,Wani mutum yana magana.
train,main-captions,MSRvid,2012test,0105,2.917,Wani mutum yana wasa da guitar kuma yana raira waƙa.,Wani mutum yana wasa da guitar.
train,main-captions,MSRvid,2012test,0106,4.2,Wani mutum yana yanka namomin kaza.,Mutum yana yanka naman kaza da wuka.
train,main-captions,MSRvid,2012test,0108,2.0,Yaron zaki yana yin sauti.,Wani tiger yana tafiya a kusa da shi.
train,main-captions,MSRvid,2012test,0109,2.6,Wani mutum yana yanka albasa.,Wani mutum yana peeling wani albasa.
train,main-captions,MSRvid,2012test,0110,1.6,Wani mutum yana wasa da piano.,Wani mutum yana busa ƙaho.
train,main-captions,MSRvid,2012test,0111,2.0,Wata mace tana cire dankalin turawa.,Wata mace tana peeling wani apple.
train,main-captions,MSRvid,2012test,0112,4.2,Wani pankda yana cin bamboo.,Wani panda bear yana cin wasu bamboo.
train,main-captions,MSRvid,2012test,0113,2.0,Wani mutum yana peeling wani albasa.,Wani mutum yana peeling wani eggplant.
train,main-captions,MSRvid,2012test,0114,4.8,Afaya ta tura wani afaya.,Karamin ya tura sauran karamin.
train,main-captions,MSRvid,2012test,0115,4.4,Squirrel yana tafiya a cikin da'irori.,Squirrel yana motsi a cikin da'irori.
train,main-captions,MSRvid,2012test,0116,5.0,Wani mutum yana ɗaure takalmansa.,Wani mutum ya ɗaura takalmansa.
train,main-captions,MSRvid,2012test,0117,3.0,Wani yaro yana raira waƙa kuma yana kunna piano.,Wani yaro yana wasa da piano.
train,main-captions,MSRvid,2012test,0118,4.25,A kare yana cin ruwa melon.,Wani kare yana cin wani yanki na watermelon.
train,main-captions,MSRvid,2012test,0119,4.25,Wata mace tana yanka broccoli.,Wata mace tana yanka broccoli da wuka.
train,main-captions,MSRvid,2012test,0120,3.8,Wani mutum yana cire dankalin turawa.,Wani mutum ya cire dankalin turawa.
train,main-captions,MSRvid,2012test,0121,2.4,Wata mace tana wasa da guitar.,Wani mutum yana wasa da guitar.
train,main-captions,MSRvid,2012test,0123,1.6,Wata mace tana yanka tumatir.,Wani mutum yana yanka albasa.
train,main-captions,MSRvid,2012test,0125,2.0,Wani mutum yana yin iyo a karkashin ruwa.,Wata mace tana yin iyo a karkashin ruwa.
train,main-captions,MSRvid,2012test,0126,1.6,Wani mutum da wata mace suna magana.,Maza da mace suna cin abinci.
train,main-captions,MSRvid,2012test,0129,4.0,Karamin kare yana bin kwallon yoga.,Wani kare yana bin ƙwallon ƙafa.
train,main-captions,MSRvid,2012test,0130,2.2,Mutanen suna yin wasan cricket.,Mutanen suna wasa kwando.
train,main-captions,MSRvid,2012test,0131,4.4,Wani mutum yana tafiya a kan babur.,Wani mutum yana hawa babur.
train,main-captions,MSRvid,2012test,0132,3.6,Wani mutum yana wasa da guitar.,Wani mutum yana raira waƙa kuma yana kunna guitar.
train,main-captions,MSRvid,2012test,0133,3.6,Mutumin ya yi magana ta waya.,Mutumin yana magana a waya.
train,main-captions,MSRvid,2012test,0135,0.5,Wani mutum yana kama kifi.,Wani mutum yana motsa jiki.
train,main-captions,MSRvid,2012test,0136,0.8,Wani mutum yana tashi.,Wani mutum yana magana.
train,main-captions,MSRvid,2012test,0138,0.6,Yara biyu suna tuki.,Ƙungiyoyi biyu suna rawa.
train,main-captions,MSRvid,2012test,0141,2.6,Wani mutum yana hawa doki.,Wata yarinya tana hawa doki.
train,main-captions,MSRvid,2012test,0142,2.0,Wani mutum yana hawa keke.,Wuta tana hawa babur.
train,main-captions,MSRvid,2012test,0143,2.2,Wani mutum yana yanka dankali.,Wata mace tana peeling dankalin turawa.
train,main-captions,MSRvid,2012test,0144,2.4,Wata mace tana cire dankalin turawa.,Wani mutum yana yanka dankalin turawa.
train,main-captions,MSRvid,2012test,0145,3.6,Wani mutum yana wasa da guitar.,Wani yana wasa da guitar.
train,main-captions,MSRvid,2012test,0148,2.2,Wata mace tana slicing a leek.,Wata mace tana yanka ginger.
train,main-captions,MSRvid,2012test,0149,4.8,Mutumin ya yanke farantin takarda.,Wani mutum yana yanka farantin takarda.
train,main-captions,MSRvid,2012test,0151,1.643,Mutumin yana wasa da guitar.,Wani mutum yana wasa da ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙu.
train,main-captions,MSRvid,2012test,0152,1.75,Wani mutum yana wasa da piano.,Mutumin yana wasa da violin.
train,main-captions,MSRvid,2012test,0154,2.25,Wata mace tana yanka nama.,Wata mace tana yin nama.
train,main-captions,MSRvid,2012test,0155,4.0,Wani mutum yana wasa a kan keyboard.,Wani mutum yana wasa da keyboard piano.
train,main-captions,MSRvid,2012test,0157,4.8,Matar ta yanka 'ya'yan albasa.,Uwargidan ta yanke albasa mai laushi.
train,main-captions,MSRvid,2012test,0158,3.2,Wani yana shayar da noodles a cikin ruwa.,Wata mace tana tafasa noodles a cikin ruwa.
train,main-captions,MSRvid,2012test,0160,4.0,Lionel Richie yana rawa a kan rufin.,Lionel Ritchie yana rawa yayin da yake tsaye a kan rufin.
train,main-captions,MSRvid,2012test,0161,4.4,Wani mutum yana wasa da piano.,Wani mutum yana wasa da piano.
train,main-captions,MSRvid,2012test,0163,4.6,Wata mace tana wasa da ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙu.,Wata mace tana wasa a kan ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙu.
train,main-captions,MSRvid,2012test,0164,3.8,Wani yaro yana duba kalandar.,Wani yaro yana kallon kalandar.
train,main-captions,MSRvid,2012test,0165,4.8,Wata mace tana yanka albasa.,Wata mace tana yanka albasa.
train,main-captions,MSRvid,2012test,0166,4.857,Wani mutum yana wasa da guitar.,Wani mutum yana wasa da guitar.
train,main-captions,MSRvid,2012test,0167,5.0,Wata mace tana amfani da injin dinki.,Wata mace tana saƙa a kan na'ura.
train,main-captions,MSRvid,2012test,0168,2.533,Wata mace tana juya pancakes.,Wani shugaba mai zane-zane yana juya pancakes.
train,main-captions,MSRvid,2012test,0172,1.0,Wani mutum yana gudu a kan hanya.,Wani mota yana tafiya a kan hanya.
train,main-captions,MSRvid,2012test,0175,1.0,Wani mutum yana hawa doki.,Wani mutum yana magana a waya.
train,main-captions,MSRvid,2012test,0176,2.0,Wani mutum yana hawa keke.,Wani mutum yana hawa doki.
train,main-captions,MSRvid,2012test,0178,0.143,Wata mace tana rawa.,Wani mutum yana cin abinci.
train,main-captions,MSRvid,2012test,0179,2.0,Wani mutum yana wasa da piano.,Wani mutum yana wasa da ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙu.
train,main-captions,MSRvid,2012test,0180,1.6,Wani mutum yana wasa da ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙu.,Wani mutum yana wasa da piano.
train,main-captions,MSRvid,2012test,0182,1.6,Wani mutum yana juyawa.,Wani mutum yana rawa.
train,main-captions,MSRvid,2012test,0184,3.4,Wuta tana motsawa daga sashi zuwa sashi.,Wuta tana motsawa daga itace zuwa itace.
train,main-captions,MSRvid,2012test,0185,4.0,Mutane sun sauka daga jirgin.,Mutane sun sauka daga jirgin kasa a tashar.
train,main-captions,MSRvid,2012test,0187,4.8,Wani kare yana tsalle a kan trampoline.,A kare bounces a kan wani trampoline.
train,main-captions,MSRvid,2012test,0188,2.5,Wani yaro yana wasa da kayan kida.,Wani mutum yana busa ƙaho.
train,main-captions,MSRvid,2012test,0190,1.75,Wata mace tana wasa da guitar.,Wani mutum yana raira waƙa kuma yana kunna guitar.
train,main-captions,MSRvid,2012test,0191,1.0,Wata mace tana karɓar gwangwani.,Wata mace tana yanka tumatir.
train,main-captions,MSRvid,2012test,0192,5.0,Wani mutum yana hawa igiya.,Wani mutum ya hau igiya.
train,main-captions,MSRvid,2012test,0193,1.4,Wani mutum yana ɗaga mota.,Wani mutum yana hawa bango.
train,main-captions,MSRvid,2012test,0195,4.0,Wani mutum da wata mace suna tafiya a kan titi a cikin wani jeep.,Wani mutum da wata mace suna tafiya a kan hanya a cikin wata mota a waje.
train,main-captions,MSRvid,2012test,0196,3.8,Mutumin da ba shi da kwat da wando ya zauna a kujera.,Mutumin da ba shi da kwat da wando yana zaune a kan kujera.
train,main-captions,MSRvid,2012test,0198,4.0,Mata biyu suna gwagwarmaya.,Mata biyu suna gwagwarmaya a kasa.
train,main-captions,MSRvid,2012test,0199,4.0,Yarin ya yi wasa da kwallon tennis mai launin shuɗi.,Wani kare yana wasa da kwallon tennis.
train,main-captions,MSRvid,2012test,0200,4.8,Kangaroo yana cin wani abu.,Kangaroo yana ci.
train,main-captions,MSRvid,2012test,0201,0.6,Wani cat yana wasa da piano.,Wani mutum yana wasa da guitar.
train,main-captions,MSRvid,2012test,0202,4.75,Mutumin ya yanke wani alfarwa da wuka.,Wani mutum yana yanka tabarma da wuka.
train,main-captions,MSRvid,2012test,0203,2.2,Wata mace tana hawa babur mai motsi a hanya.,Wani mutum yana hawa babur.
train,main-captions,MSRvid,2012test,0204,3.0,wani yana yanka kayan lambu.,Wani yana yanka tumatir.
train,main-captions,MSRvid,2012test,0205,0.0,Wata mace tana rawa.,Wani mutum yana magana.
train,main-captions,MSRvid,2012test,0207,2.2,A kare licks up wani jariri slick.,A kare licks wani jariri.
train,main-captions,MSRvid,2012test,0208,0.4,Wani mutum yana yin jirgi.,Wani mutum yana yanka tumatir.
train,main-captions,MSRvid,2012test,0210,4.8,Wani mutum yana yanka dankalin turawa.,Wani mutum yana yanka dankalin turawa.
train,main-captions,MSRvid,2012test,0212,4.8,Wata mace tana yanka tafarnuwa.,Matar tana shan tafarnuwa.
train,main-captions,MSRvid,2012test,0214,3.8,Wani dabba yana gudu a cikin da'irori.,Squirrel yana gudu a cikin da'irori.
train,main-captions,MSRvid,2012test,0215,3.0,Wani mutum yana tafiya a hankali a kan gadar igiya.,Wani yaro yana tafiya a fadin gada.
train,main-captions,MSRvid,2012test,0216,4.0,Wani mutum yana wasa da guitar.,Wani mutum yana zaune a cikin dakin yana wasa da guitar.
train,main-captions,MSRvid,2012test,0217,5.0,Wani mutum yana wasa da ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙu.,Wani mutum yana wasa da ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙu.
train,main-captions,MSRvid,2012test,0221,3.8,Wata mace ta fasa qwai biyu a cikin kwano na gilashi.,Wata mace tana fasa kwai cikin kwano.
train,main-captions,MSRvid,2012test,0223,3.0,Wani mutum yana yanka kifi.,Wani mutum yana jin daɗin kifi.
train,main-captions,MSRvid,2012test,0224,4.4,Mutane biyu suna tattara jakunkuna a cikin jakar mota.,Mutanen suna saka jakunkuna a cikin akwatin motar.
train,main-captions,MSRvid,2012test,0226,3.8,Wani mutum ya zuba man fetur a kan 'yan tumatir.,Mutumin ya zuba man fetur a kan tumatir da aka yanka.
train,main-captions,MSRvid,2012test,0227,3.0,Wani mutum yana yanka wani abu.,Wani mutum yana yanka burodi.
train,main-captions,MSRvid,2012test,0230,0.667,Wani mutum yana yin yawo a cikin jirgin ruwa.,Wani mutum yana wasa da harfa.
train,main-captions,MSRvid,2012test,0231,4.0,Wani mutum da wata mace suna tafiya tare a cikin gandun daji.,Wani mutum da wata mata suna tafiya hannu da hannu a cikin wani yanki mai gandun daji.
train,main-captions,MSRvid,2012test,0233,3.75,Matar ta kama kangaroo.,Wata mace ta ɗauki jariri kangaroo.
train,main-captions,MSRvid,2012test,0234,4.133,Kifi suna iyo.,Kifi yana iyo.
train,main-captions,MSRvid,2012test,0235,4.0,Mata biyu sun haɗu da wani abu a cikin na'urar sarrafa abinci.,Mata biyu suna yin wani abu a cikin mixer.
train,main-captions,MSRvid,2012test,0237,3.6,Wani mutum yana yin yawo a cikin babban raƙuman ruwa.,Wani mutum yana yin surfing.
train,main-captions,MSRvid,2012test,0238,1.2,Wani mutum yana wasa da guitar.,Wani mutum yana harbi wata manufa.
train,main-captions,MSRvid,2012test,0239,1.6,Wani mutum yana wasa da fitila a cikin rukuni.,Wani mutum yana wasa da guitar.
train,main-captions,MSRvid,2012test,0240,4.0,Mutumin ya shimfiɗa man shanu a kan burodin.,Wani mutum yana yada man shanu a kan gurasa.
train,main-captions,MSRvid,2012test,0241,4.0,Wani mutum yana tafasa noodles.,Wata mace tana tafasa noodles a cikin ruwa.
train,main-captions,MSRvid,2012test,0243,3.2,Wani rukuni na mutane suna rawa a kan tudu.,Wani rukuni na mutane suna rawa.
train,main-captions,MSRvid,2012test,0245,1.0,Wani mutum yana rawa a waje.,Wani mutum yana wasa da ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙuƙwalwar ƙu.
train,main-captions,MSRvid,2012test,0246,1.0,Wata mace tana ciyar da wani mutum.,Wata mace tana cakuda nama.
train,main-captions,MSRvid,2012test,0247,0.6,Wani mutum yana saka kwanon rufi a cikin tanda.,Wata mace tana yanka albasa.
train,main-captions,MSRvid,2012test,0249,0.4,Wata mace tana zaune a tebur.,Wata mace tana hawa jaki.
train,main-captions,MSRvid,2012test,0250,3.4,Likitoci suna jigilar mai haƙuri a kan gado.,Wani likita ya sa mai haƙuri ya kwanta a kan gado.
train,main-captions,MSRvid,2012test,0252,3.6,Wata mace tana wasa a kan mataki.,Matar tana wasa da ƙaho.
train,main-captions,MSRvid,2012test,0254,3.0,Yara biyu na pandas suna wasa.,Panda biyu suna kwance tare.
train,main-captions,MSRvid,2012test,0256,4.0,Wani jariri yana dariya.,Wani jariri yana dariya da dariya.
train,main-captions,MSRvid,2012test,0257,1.2,Wani mutum yana wasa da guitar.,Wani yaro yana wasa da piano.
train,main-captions,MSRvid,2012test,0259,0.6,Mutum yana ninka takarda.,Wata mace tana yanka barkono.
train,main-captions,MSRvid,2012test,0260,1.6,Mata uku suna rawa.,Mutumin yana rawa.
train,main-captions,MSRvid,2012test,0262,2.6,Cats suna wasa da juna.,Cats biyu suna fada da juna.
train,main-captions,MSRvid,2012test,0263,3.6,Mutum yana rubutu.,Mutum yana rubutu da fensir.
train,main-captions,MSRvid,2012test,0267,3.5,Wani mutum yana gudu.,Wani mutum yana gudu a kan hanya.
train,main-captions,MSRvid,2012test,0268,3.765,Matar tana zuba kuɗi.,Wata mace tana yin gari kuma tana juyawa.
train,main-captions,MSRvid,2012test,0269,2.75,Wata mace tana ƙara kayan yaji ga nama.,Mace tana ƙara sukari ga nama.
train,main-captions,MSRvid,2012test,0270,2.25,Wata mace tana ƙara man fetur a kan kifi.,Wata mace tana zuba ruwa a kan kifi.
train,main-captions,MSRvid,2012test,0271,2.75,Wani saurayi yana riƙe da guitar.,Wani ƙaramin yaro yana wasa da guitar.
train,main-captions,MSRvid,2012test,0272,3.8,Wani cheetah yana gudu.,Wani cheetah yana gudu a fadin filin.
train,main-captions,MSRvid,2012test,0273,4.8,Mutumin yana cin pizza.,Wani mutum yana cin wani yanki na pizza.
train,main-captions,MSRvid,2012test,0274,3.6,Orangutan yana hawa bas.,Wuta tana hawa a cikin bas.
train,main-captions,MSRvid,2012test,0275,1.2,Wani mutum da wata mace suna magana a wani gidan cin abinci.,Wani mutum da wata mace suna hawa keke.
train,main-captions,MSRvid,2012test,0277,0.4,Wani mutum yana wasa da guitar.,Wani mutum yana tsabtace ƙofar gilashi.
train,main-captions,MSRvid,2012test,0278,2.4,Wata yarinya tana raira waƙa kuma tana wasa da guitar.,Wani saurayi yana raira waƙa yayin wasa da guitar.
train,main-captions,MSRvid,2012test,0282,3.941,Wata yarinya tana magana da yaren kurame.,Wata yarinya tana amfani da yaren kurame.
train,main-captions,MSRvid,2012test,0283,0.5,Wata mace tana yin motsa jiki mai nauyi.,Wata mace tana yin gashin kanta.
train,main-captions,MSRvid,2012test,0284,3.75,Wani mutum yana shiga cikin mota.,Wani dattijo yana shiga cikin mota mai launin ja.
train,main-captions,MSRvid,2012test,0285,4.0,Wani babban koren ball ya fadi dankalin turawa.,Wani babban koren ball ya buga dankalin turawa.
train,main-captions,MSRvid,2012test,0287,3.0,Wani cat yana wasa keyboards.,Wani cat yana wasa da piano.
train,main-captions,MSRvid,2012test,0288,4.2,Dogs biyu suna iyo a cikin tafkin.,Dogs suna yin iyo a cikin tafkin.
train,main-captions,MSRvid,2012test,0290,2.0,Mutumin ya yi amfani da jirgi mai saukar ungulu don yanka albasa.,Mutumin ya yi amfani da na'ura don yanka dankalin turawa.
train,main-captions,MSRvid,2012test,0291,5.0,Wata mace tana yanka tofu.,Wata mace tana yanka tofu.
train,main-captions,MSRvid,2012test,0292,3.0,Ƙungiyar dawakai suna ƙetare titi.,Ƙungiyar caribou suna ƙetare hanya.
