split,genre,dataset,year,sid,score,sentence1,sentence2
train,main-captions,MSRvid,2012test,0021,1.667,وَاحْدْ الرَّاجْلْ كَيْجِي فْالطّْرِيقْ.,كلب باندا يجري على الطريق.
train,main-captions,MSRvid,2012test,0022,3.75,كلب يحاول إزالة الخنزير من ظهره.,كلب يحاول يأكل الخنزير على ظهره.
train,main-captions,MSRvid,2012test,0025,5.0,الدببة القطبية تتزلج على الثلوج.,الدببة القطبية تتزحلق على الثلوج.
train,main-captions,MSRvid,2012test,0026,0.5,إمرأة كتبت.,إمرأة كاتسبح.
train,main-captions,MSRvid,2012test,0028,3.8,القط يفرط على وجهه الطفل.,القط يفرط على طفل.
train,main-captions,MSRvid,2012test,0029,5.0,الرَّاجِلْ كَيْرْكَبْ فْالْخَيْلْ.,وَاحْدْ الرَّاجْلْ كَيْرْكَبْ فْالْخَيْلْ.
train,main-captions,MSRvid,2012test,0030,3.2,وَاحْدْ الرَّاجْلْ كَيْسَكّْبْ الزِّيتْ فْالْكُوزْ.,رَاهْ رَاجْلْ كَيْسَكّْبْ الْخَمْرْ فْالْقِدْرَة.
train,main-captions,MSRvid,2012test,0031,2.8,رَاجِلْ كَيْعَزّْفْ عَنْدْ الْغِيتَارَة.,فتاة بتعزف على الغيتار.
train,main-captions,MSRvid,2012test,0032,4.6,غاندا ينزلق أسفل سلايد.,غاندا ينزلق على شريحة.
train,main-captions,MSRvid,2012test,0034,3.0,إمرأة كايكل شي شيء.,إمرأة كايكل اللحوم.
train,main-captions,MSRvid,2012test,0035,5.0,إمرأة تطير بطاطا.,إمرأة كا تقشير بطاطا.
train,main-captions,MSRvid,2012test,0038,4.8,سقط الصبي من الدراجة.,يهبط فتى من الدراجة.
train,main-captions,MSRvid,2012test,0040,5.0,كانت المرأة تعزف على الفلوة.,إمرأة بتعزف على الفلوة.
train,main-captions,MSRvid,2012test,0042,4.2,الأرانب كَيْجِي مِنْ النَّسْرَة.,الأرنب يفر من النسر.
train,main-captions,MSRvid,2012test,0044,4.2,المرأة كايخطط لحم الخنزير المخبوز.,إمراة بتطبخ لحم الخنزير المخبوز.
train,main-captions,MSRvid,2012test,0046,4.0,فتاة تطير طائرة.,فتاة تجري تطير طائرة.
train,main-captions,MSRvid,2012test,0047,4.0,رَاهْ رَاجِلْ كَيْرْكَبْ ثِيرْ مَكْنِي.,رجل ركب ثور ميكانيكي.
train,main-captions,MSRvid,2012test,0048,4.909,الرَّاجِلْ كَيْعَزّْفْ عَنْدُه الجِيتَارْ.,رَاجِلْ كَيْعَزّْفْ عَنْدْ الْغِيتَارَة.
train,main-captions,MSRvid,2012test,0050,3.0,إمراة كَتْرَقْبْ وْكَتْغَنِّي مْعَ نْسَاء آخَرِينْ.,إمرأة كَتْرَقْبْ وْتْغَنِّي فْالْمَطَرْ.
train,main-captions,MSRvid,2012test,0052,2.4,وَاحْدْ الرَّاجِلْ كَيْقَطّْعْ بُونْ.,رَاهْ رَاجِلْ كَيْقَطّْعْ وَاحْدْ الْبُصلْ.
train,main-captions,MSRvid,2012test,0053,4.2,وَاحْدْ الرَّاجْلْ كَيْسَكّْبْ الزِّيتْ فْالْقِدْرَة.,وَاحْدْ الرَّاجْلْ كَيْسَكّْبْ الزِّيتْ فْالْقِدْرَة.
train,main-captions,MSRvid,2012test,0054,3.4,شي أسد كانلعب مع الناس.,شي أسد كانلعب مع رجلان.
train,main-captions,MSRvid,2012test,0055,5.0,الكلب يركب على التزلج.,كلب واحد كايركب على لوح التزلج.
train,main-captions,MSRvid,2012test,0056,3.75,أحدهم كانحط التمثال.,رَاجِلْ كَيْنْحَطْ التِّمْثَالْ.
train,main-captions,MSRvid,2012test,0057,2.75,إمرأة كتقطع البصل.,وَاحْدْ الرَّاجِلْ كَيْقْطَعْ وَاحْدْ الْبُصلْ.
train,main-captions,MSRvid,2012test,0058,5.0,إمرأة تقشير الجمبرى.,إمراة كَتْقَشّْرْ الصُّرْفَانْ.
train,main-captions,MSRvid,2012test,0059,4.0,إمرأة كايطهي السمك.,إمرأة بتطبخ السمك.
train,main-captions,MSRvid,2012test,0061,3.6,إمرأة تعزف على غيتار كهربائية.,إمرأة بتعزف على الغيتار.
train,main-captions,MSRvid,2012test,0062,1.6,طفل نمر لعب مع كرة.,طفل يلعب مع الدمية.
train,main-captions,MSRvid,2012test,0064,1.75,أحدهم يقطع طماطم.,أحدهم يقطع بعض اللحوم.
train,main-captions,MSRvid,2012test,0065,5.0,كَيْقْطَعْ شِي وَاحْدْ الْبَصْلَة.,أحدهم يقطع البصل.
train,main-captions,MSRvid,2012test,0068,1.0,رَاجِلْ كَيْعَزّْفْ عَنْدُه البيانو.,إمرأة بتعزف على الكمان.
train,main-captions,MSRvid,2012test,0069,1.0,إمرأة بتعزف على الفلوة.,واحد من الرجال كانعزف على الغيتار.
train,main-captions,MSRvid,2012test,0070,2.375,رَاجِلْ كَيْقَطّْعْ وَاحْدْ الْعْرْشَة.,رَاجِلْ كَيْقَطّْعْ قْرُوتْ.
train,main-captions,MSRvid,2012test,0071,3.8,فتى كانعزف على الغيتار.,فتى كانعزف على الغيتار.
train,main-captions,MSRvid,2012test,0072,3.2,فتى كانعزف على الغيتار.,رَاجِلْ كَيْعَزّْفْ عَنْدْ الْغِيتَارَة.
train,main-captions,MSRvid,2012test,0073,3.2,رَاجِلْ كَيْعَزّْفْ عْلَى الْجِيتَارَة.,فتى كانعزف على الغيتار.
train,main-captions,MSRvid,2012test,0075,4.4,ولد صغير كانعزف على لوحة المفاتيح.,ولد يلعب لوحة المفاتيح.
train,main-captions,MSRvid,2012test,0077,3.75,رَاجِلْ كَيْعَزّْفْ عَنْدْ الْغِيتَارَة.,واحد رجل يعزف على غيتار كهربائية.
train,main-captions,MSRvid,2012test,0078,4.75,الكلب يلعق طفلا.,كلب يلعق طفلا.
train,main-captions,MSRvid,2012test,0080,3.2,إمرأة كتقطع البصل.,وَاحْدْ الرَّاجْلْ كَيْقْطَعْ وْالْبُصلْ.
train,main-captions,MSRvid,2012test,0081,1.556,واحد من الرجال كانعزف على الغيتار.,رَاجِلْ كَيْعَزّْبْ عْلَى الطبولْ.
train,main-captions,MSRvid,2012test,0083,3.938,إمرأة كتقطع فلفل.,إمرأة كاتقطع فلفل الحمراء.
train,main-captions,MSRvid,2012test,0084,5.0,رَاجِلْ كَيْعَزّْبْ عْلَى الطبولْ.,رَاجِلْ كَيْعَزّْبْ عَنْدْ الطّْرَبْ.
train,main-captions,MSRvid,2012test,0085,5.0,إمراة رَاكِبَة فَرْسًا.,إمرأة ماشي على حصان.
train,main-captions,MSRvid,2012test,0086,4.0,وَاحْدْ الرَّاجْلْ كَيَاكُلْ مْزْرَعْ بْجَنْبْ الشَّجَرَة.,رَاجِلْ كَيْكُونْ كَيَاكُلْ مْزْرَعْ.
train,main-captions,MSRvid,2012test,0087,1.6,كاتلعب على اللوحة المفتاحية.,واحد رجل يعزف اثنين من لوحة المفاتيح.
train,main-captions,MSRvid,2012test,0089,4.75,رَاجْلْ كَيْقَطّْعْ شَجْرَة بْالْفْسَادْ.,وَاحْدْ الرَّاجْلْ قَطّْعْ شَجْرَة بْالْفَأْسْ.
train,main-captions,MSRvid,2012test,0090,3.5,طفل يلعب بأجهزة الهاتف اللعب.,صبي صغير يلعب بليفون لعبة.
train,main-captions,MSRvid,2012test,0093,1.4,وَاحْدْ الرَّاجْلْ كَيْرْكَبْ دْيَالْ الْمُوتُورْ.,وَاحْدْ الرَّاجْلْ كَيْرْكَبْ فْالْخَيْلْ.
train,main-captions,MSRvid,2012test,0094,1.4,وَاحْدْ الرَّاجْلْ كَيْرْكَبْ دْيَالْ الْمُوتُورْ.,وَاحْدْ الرَّاجْلْ كَيْرْكَبْ فْالْخَيْلْ.
train,main-captions,MSRvid,2012test,0099,4.0,السنجاب يدور في الدوائر.,السحلية تجري حولها في الدوائر.
train,main-captions,MSRvid,2012test,0101,5.0,رَاجِلْ وْمَرْأَة كَيْقَبّْلُو.,قُبْلَة رَاجِلْ وْمَرْأَة.
train,main-captions,MSRvid,2012test,0102,3.833,رَاجِلْ كَيْدْخُلْ فْالْمَرْكَبَة.,رجل يدخل سيارة في المرآب.
train,main-captions,MSRvid,2012test,0104,0.6,وَاحْدْ الرَّاجْلْ كَيْرَقّْصْ.,وَاحْدْ الرَّاجْلْ كَيْتّْكَلّْمْ.
train,main-captions,MSRvid,2012test,0105,2.917,وْرَاجْلْ كَيْعَزّْفْ بْالْغِيتَارْ وْكَيْغْنَى.,واحد من الرجال كانعزف على الغيتار.
train,main-captions,MSRvid,2012test,0106,4.2,أحدهم يقطع الفطر.,أحدهم يقطع الفطر بسكين.
train,main-captions,MSRvid,2012test,0108,2.0,صبي النمر يصدر صوت.,نمر ماشي في الجوار.
train,main-captions,MSRvid,2012test,0109,2.6,أحدهم يقطع البصل.,شخص ما كَيْقَشّْرْ وَاحْدْ الْبَصْلَة.
train,main-captions,MSRvid,2012test,0110,1.6,رَاجِلْ كَيْعَزّْفْ عَنْدُه البيانو.,وَاحْدْ الرَّاجْلْ كَيْعَزّْفْ فْالْفُوقْ.
train,main-captions,MSRvid,2012test,0111,2.0,إمرأة كا تقشير بطاطا.,إمرأة كا تقشير التفاحة.
train,main-captions,MSRvid,2012test,0112,4.2,البنكدا كايكل البامبو.,دب باندا كاناكل بعض البامبو.
train,main-captions,MSRvid,2012test,0113,2.0,شخص ما كَيْقَشّْرْ وَاحْدْ الْبَصْلَة.,شخص ما كانقشط البرتونة.
train,main-captions,MSRvid,2012test,0114,4.8,القرد يدفع قرد آخر.,القرد دفعت القرد الآخر.
train,main-captions,MSRvid,2012test,0115,4.4,السحلية تجري حولها في الدوائر.,السنجاب يتحرك في الدوائر.
train,main-captions,MSRvid,2012test,0116,5.0,رَاجْلْ كَيْرْبَطْ حْذَاهْ.,رَاجْلْ كَيْقَيّْدْ الْحْذِيَّة دْيَالُه.
train,main-captions,MSRvid,2012test,0117,3.0,وَاحْدْ الْفْتَانْ كَيْغْنَى وْكَيْلْعَبْ بْالْفِيسَانُ.,فتى كانعزف على البيانو.
train,main-captions,MSRvid,2012test,0118,4.25,كلب واحد كايكل الميلون المائي.,الكلب كايكل قطعة من البطيخ.
train,main-captions,MSRvid,2012test,0119,4.25,إمراة كا تقطيع البروكولي.,إمراة كا تقطيع البروكولي بسكين.
train,main-captions,MSRvid,2012test,0120,3.8,رَاهْ رَاجِلْ كَيْقَشّْرْ وَاحْدْ الْعْرْشَة.,رَاجْلْ قَلّْقْ وَاحْدْ الْعْرْشَة.
train,main-captions,MSRvid,2012test,0121,2.4,إمرأة بتعزف على الغيتار.,رجل يعزف على الغيتار.
train,main-captions,MSRvid,2012test,0123,1.6,إمرأة بتقطيع الطماطم.,رَاجِلْ كَيْقَطّْعْ الْبَصْرَة.
train,main-captions,MSRvid,2012test,0125,2.0,رجل يسبح تحت الماء.,إمرأة تسبح تحت الماء.
train,main-captions,MSRvid,2012test,0126,1.6,رَاجِلْ وْمَرْأَة كَيْتّْكَلّْمُو.,رَاجِلْ وْمَرْأَة كَيَاكْلُو.
train,main-captions,MSRvid,2012test,0129,4.0,كلب صغير يطارد كرة يوغا.,كلب يطارد كرة.
train,main-captions,MSRvid,2012test,0130,2.2,الرّجُلْ كَيْلْعَاوْ بْالْكِرْكِيتْ.,الرجال يلعبون كرة السلة.
train,main-captions,MSRvid,2012test,0131,4.4,رَاجِلْ كَيْمْشِي عْلَى دَرْجَة دْ الْمُوتُورْ.,وَاحْدْ الرَّاجْلْ كَيْرْكَبْ دْيَالْ الْمُوتُورْ.
train,main-captions,MSRvid,2012test,0132,3.6,رَاجِلْ كَيْعَزّْفْ عَنْدْ الْغِيتَارَة.,وْرَاجْلْ كَيْغْنَى وْكَيْعَزّْبْ عْلَى الْغِيتَارَة.
train,main-captions,MSRvid,2012test,0133,3.6,الرّجُل كَانْ كَيْتّْكَلّْمْ عْلَى التّليفون.,الرَّاجِلْ كَيْتّْكَلّْمْ عْلَى التِّلْفُونْ.
train,main-captions,MSRvid,2012test,0135,0.5,رَاجِلْ كَيْصْطَادْ.,وَاحْدْ الرَّاجْلْ كَيْدِيرْ التَّجْرِيبْ.
train,main-captions,MSRvid,2012test,0136,0.8,وَاحْدْ الرَّاجْلْ كَيْطِيرْ.,وَاحْدْ الرَّاجْلْ كَيْتّْكَلّْمْ.
train,main-captions,MSRvid,2012test,0138,0.6,اثنين من الصبيين كايقوديو.,كَيْرَقْبُو بَيْنَاتْ الْبَيْدَانْ.
train,main-captions,MSRvid,2012test,0141,2.6,وَاحْدْ الرَّاجْلْ كَيْرْكَبْ فْالْخَيْلْ.,فتاة راكبة على حصان.
train,main-captions,MSRvid,2012test,0142,2.0,وَاحْدْ الرَّاجْلْ كَيْرْكَبْ الدَّرْجَة.,القرد يقود الدراجة.
train,main-captions,MSRvid,2012test,0143,2.2,رَاجِلْ كَيْقَطّْعْ البُطاطا.,إمرأة كا تقشير البطاطا.
train,main-captions,MSRvid,2012test,0144,2.4,إمرأة كا تقشير بطاطا.,رَاجِلْ كَيْقَطّْعْ البطاطا.
train,main-captions,MSRvid,2012test,0145,3.6,رَاجِلْ كَيْعَزّْفْ عَنْدْ الْغِيتَارَة.,شِي وَاحِدْ كَيْعَزّْفْ عْلَى الْجِيتَارْ.
train,main-captions,MSRvid,2012test,0148,2.2,إمرأة كَتْقْطَعْ وَاحْدْ الْقْطْعَة.,إمرأة كتقطيع الزنجبيل.
train,main-captions,MSRvid,2012test,0149,4.8,الرّجُل كَانْ قَطّْعْ وَاحْدْ الصَّفْحَة الورقِيَّة.,رَاجِلْ كَيْقْطَعْ وَاحْدْ الصَّحْفَة دْ الْكِتَابْ.
train,main-captions,MSRvid,2012test,0151,1.643,الرَّاجِلْ كَيْعَزّْفْ عَنْدُه الجِيتَارْ.,رَاجْلْ كَيْعَزّْفْ فْالْفَلْيَة.
train,main-captions,MSRvid,2012test,0152,1.75,رَاجِلْ كَيْعَزّْفْ عَنْدُه البيانو.,الرَّاجِلْ كَيْعَزّْفْ عَنْدْ الْفِيلُونْ.
train,main-captions,MSRvid,2012test,0154,2.25,إمرأة كتقطيع بعض اللحوم.,إمرأة كاينة بعض اللحم.
train,main-captions,MSRvid,2012test,0155,4.0,رجل كانعزف على لوحة مفاتيحه.,واحد من الرجال كانعزف على البيانو على لوحة المفاتيح.
train,main-captions,MSRvid,2012test,0157,4.8,قاطت السيدة البصل الأخضر.,قطعت السيدة البصل الأخضر.
train,main-captions,MSRvid,2012test,0158,3.2,وْحْتَّى شِي وَاحْدْ كَيْجْمَعْ نُودُلْ فْالْمَا.,إمراة كَتْغْلَطْ الْمَعْلُومَاتْ فْالْمَا.
train,main-captions,MSRvid,2012test,0160,4.0,كانرقص ليونيل ريتشي على السقف.,يرقص ليونيل ريتشي بينما يقف على السقف.
train,main-captions,MSRvid,2012test,0161,4.4,رَاجِلْ كَيْعَزّْفْ فِي البيانو.,أحدهم كانعزف على البيانو.
train,main-captions,MSRvid,2012test,0163,4.6,إمرأة بتعزف على الفلوة.,إمرأة تعزف على الفلوة.
train,main-captions,MSRvid,2012test,0164,3.8,فتى كانتحقق من تقويم.,ولد يبحث في تقويم.
train,main-captions,MSRvid,2012test,0165,4.8,إمرأة كاينة البصل.,إمرأة كا تقطع البصل.
train,main-captions,MSRvid,2012test,0166,4.857,رَاجِلْ كَيْعَزّْفْ عْلَى الْجِيتَارَة.,رجل يعزف على الغيتار.
train,main-captions,MSRvid,2012test,0167,5.0,إمرأة تستخدم آلة خياطة.,إمرأة بتخياط على آلة.
train,main-captions,MSRvid,2012test,0168,2.533,إمراة كَتْحَوّْلْ الْبَنْكِيكْ.,شيف كاريكاتير كانقلب البنكيكات.
train,main-captions,MSRvid,2012test,0172,1.0,وَاحْدْ الرَّاجْلْ كَيْجِي فْالطّْرِيقْ.,كاينة سيارة كايقود فالطريق.
train,main-captions,MSRvid,2012test,0175,1.0,وَاحْدْ الرَّاجْلْ كَيْرْكَبْ فْالْخَيْلْ.,رجل يتكلم على الهاتف.
train,main-captions,MSRvid,2012test,0176,2.0,رَاجِلْ كَيْرْكَبْ الدَّرْجَة.,وَاحْدْ الرَّاجْلْ كَيْرْكَبْ فْالْخَيْلْ.
train,main-captions,MSRvid,2012test,0178,0.143,إمرأة كَتْرَقْصْ.,وَاحْدْ الرَّاجْلْ كَيَاكُلْ.
train,main-captions,MSRvid,2012test,0179,2.0,رَاجِلْ كَيْعَزّْفْ فِي البيانو.,وَاحْدْ الرَّاجْلْ كَيْعَزّْفْ فْالْفَلْيَة.
train,main-captions,MSRvid,2012test,0180,1.6,وَاحْدْ الرَّاجْلْ كَيْعَزّْفْ فْالْفَلْيَة.,رَاجِلْ كَيْعَزّْفْ فِي البيانو.
train,main-captions,MSRvid,2012test,0182,1.6,وَاحْدْ الرَّاجْلْ كَيْدِيرْ.,وَاحْدْ الرَّاجْلْ كَيْرَقّْصْ.
train,main-captions,MSRvid,2012test,0184,3.4,القرد يتأرجح من أطراف إلى أطراف.,القرد يطير من شجرة إلى شجرة.
train,main-captions,MSRvid,2012test,0185,4.0,انزل الناس من القطار.,انزل الناس من القطار في المحطة.
train,main-captions,MSRvid,2012test,0187,4.8,كلب يقفز على ترامبولين.,كلب يقفز على ترامبولين.
train,main-captions,MSRvid,2012test,0188,2.5,فتى كانعزف على أداة موسيقية.,وَاحْدْ الرَّاجْلْ كَيْعَزّْفْ فْالْبُوقْ.
train,main-captions,MSRvid,2012test,0190,1.75,إمرأة تعزف على الغيتار.,رَاجْلْ كَيْغْنَى وْكَيْعَزّْبْ عْلَى الْجِيتَارَة.
train,main-captions,MSRvid,2012test,0191,1.0,إمراة ما كَتْخْتَارْ كِيفْ كَيْكُونْ.,إمرأة كاينة طماطم.
train,main-captions,MSRvid,2012test,0192,5.0,وَاحْدْ الرَّاجْلْ كَيْطْلَعْ حَبْلْ.,رَاجْلْ كَيْطْلَعْ عْلَى حَبْلْ.
train,main-captions,MSRvid,2012test,0193,1.4,وَاحْدْ الرَّاجْلْ كَيْرْفَعْ وَاحْدْ السَّفِينَة.,وَاحْدْ الرَّاجْلْ كَيْصْعَدْ جِدارْ.
train,main-captions,MSRvid,2012test,0195,4.0,رجل وامرأة يقودون على الشارع في جيب.,رجل وامرأة يقودون على الطريق في مركبة في الهواء الطلق.
train,main-captions,MSRvid,2012test,0196,3.8,الرَّاجِلْ اللِّي مَا عَنْدُوشْ قَمِيصْ ݣَالْسْ فْالْكْرِيسَة.,وَاحْدْ الرَّاجِلْ بْلَا قَمِيصْ كَيْݣْلَسْ فْالْكُرْسِي.
train,main-captions,MSRvid,2012test,0198,4.0,اثنتين من النساء كيتصارعان.,اثنتان من النساء كيتصارعان على الأرض.
train,main-captions,MSRvid,2012test,0199,4.0,الكلب لعب مع كرة تنس زرقاء.,الكلب كانلعب مع كرة التنس.
train,main-captions,MSRvid,2012test,0200,4.8,كاينغرو كايكل شي حاجة.,كاينغورو كايكل.
train,main-captions,MSRvid,2012test,0201,0.6,كاتعزف على البيانو.,رَاجِلْ كَيْعَزّْفْ عَنْدْ الْغِيتَارَة.
train,main-captions,MSRvid,2012test,0202,4.75,الرّجُل كَانْ قَطّْعْ شِي سِكّانْ بْالسِّكينْ.,وَاحْدْ الرَّاجْلْ كَيْقْطَعْ السّْفَرْ بْالسِّكِّينْ.
train,main-captions,MSRvid,2012test,0203,2.2,إمرأة كايقود سكوتير محرك على الطريق.,رَاهْ وَاحْدْ الرَّاجْلْ كَيْرْكَبْ وَاحْدْ الْإِسْكُوتِرْ.
train,main-captions,MSRvid,2012test,0204,3.0,وْحْتَّى شِي وَاحْدْ كَيْقَطّْعْ خْضَرْ.,أحدهم يقطع طماطم.
train,main-captions,MSRvid,2012test,0205,0.0,إمرأة كَتْرَقْصْ.,وَاحْدْ الرَّاجْلْ كَيْتّْكَلّْمْ.
train,main-captions,MSRvid,2012test,0207,2.2,الكلب يلعق البول ديال الطفل.,الكلب يلعق طفلا.
train,main-captions,MSRvid,2012test,0208,0.4,وَاحْدْ الرَّاجْلْ كَيْرَاوِي قَارِبْ.,رَاجِلْ كَيْقَطّْعْ طماطِرْ.
train,main-captions,MSRvid,2012test,0210,4.8,رَاجِلْ كَيْقْطَعْ البُطاطا.,رَاجِلْ كَيْقَطّْعْ البُطاطا.
train,main-captions,MSRvid,2012test,0212,4.8,إمرأة كايقطع الثوم.,المرأة كاينة الحنجر.
train,main-captions,MSRvid,2012test,0214,3.8,حيواني يركض في الدوائر.,السحلية تجري في الدوائر.
train,main-captions,MSRvid,2012test,0215,3.0,وَاحْدْ الرَّاجْلْ كَيْمْشِي بَطّْلْ عْلَى جَابِرْ الحَبْلْ.,وَاحْدْ الْفْتَانْ كَيْمْشِي عْلَى جَنْبْ.
train,main-captions,MSRvid,2012test,0216,4.0,واحد من الرجال كانعزف على الغيتار.,رَاجِلْ كَيْݣْلَسْ فْالْغُرْفَة كَيْعَزّْفْ عْلَى الْجِيتَارَة.
train,main-captions,MSRvid,2012test,0217,5.0,رَاجِلْ كَيْعَزّْفْ فْالْفَلْيَة.,وَاحْدْ الرَّاجْلْ كَيْعَزّْفْ فْالْفَلْيَة.
train,main-captions,MSRvid,2012test,0221,3.8,امرأة تحطم بيضتين في وعاء زجاجي.,إمراة كَتْكَسّْرْ دْيَالْهَا فْالْكَاسْ.
train,main-captions,MSRvid,2012test,0223,3.0,رَاجِلْ كَيْقَطّْعْ السّْمَكْ.,وَاحْدْ الرَّاجِلْ قَلْبْ السّْمَكْ.
train,main-captions,MSRvid,2012test,0224,4.4,اثنين من الرجال يحزمون الحقائب في صندوق سيارة.,الرّجُلْ كَيْضْعُو الْفُرُقْ فْالصّندوقْ دْيَالْ السّفِينَة.
train,main-captions,MSRvid,2012test,0226,3.8,رَاجْلْ كَيْسَكّْبْ الزِّيتْ عْلَى بَعْضْ الطَّمَاطُسْ.,رَاهْ سَكّْبْ الرَّاجِلْ الزِّيتْ عْلَى الطَّمَاطَاتْ الْمْقَطّْعَة.
train,main-captions,MSRvid,2012test,0227,3.0,وَاحْدْ الرَّاجْلْ كَيْقَطّْعْ شِي حَاجَة.,وَاحْدْ الرَّاجِلْ كَيْقَطّْعْ بُونْ.
train,main-captions,MSRvid,2012test,0230,0.667,رَاهْ وَاحْدْ الرَّاجْلْ كَيْرْمِي كَانُو.,وَاحْدْ الرَّاجْلْ كَيْعَزّْفْ فْالْعِيدَانْ.
train,main-captions,MSRvid,2012test,0231,4.0,رَاجْلْ وْمَرْأَة كَيْمْشِيوْ مْعَاهُمْ فْالْغَابْلْ.,رجل وامرأة يمشي ذراع مع ذراع عبر منطقة غابية.
train,main-captions,MSRvid,2012test,0233,3.75,الْمَرْأَة عَنْدْهَا الْكَنْغُورُ.,امرأة تجمع طفلا كانغورو.
train,main-captions,MSRvid,2012test,0234,4.133,السمك يسبح.,سمكة تسبح.
train,main-captions,MSRvid,2012test,0235,4.0,إمثال من النساء يخلطوا شي حاجة في مُعَدِّي الغذاء.,دْيَالْ نْسَايَا كَيْصْنَعْ شِي حَاجَة فْالْمُخْلِطْ.
train,main-captions,MSRvid,2012test,0237,3.6,الشخص يسرف على موجة كبيرة.,شخص ما كيتسيرف.
train,main-captions,MSRvid,2012test,0238,1.2,رَاجِلْ كَيْعَزّْفْ عَنْدْ الْغِيتَارَة.,وَاحْدْ الرَّاجِلْ كَيْطْعَمْ وَاحْدْ الْهُدَى.
train,main-captions,MSRvid,2012test,0239,1.6,رَاجْلْ كَيْعَزّْفْ فْالْفَلْيَة فْالْفَرْقَة.,رَاجِلْ كَيْعَزّْفْ عَنْدْ الْغِيتَارَة.
train,main-captions,MSRvid,2012test,0240,4.0,وْرَدّْ الْإِنْسَانْ الزّْبَرْ عْلَى الْخُبْزْ.,وَاحْدْ الرَّاجْلْ كَيْبَسّْطْ الزُّبْرْ عْلَى الْخُبْزْ.
train,main-captions,MSRvid,2012test,0241,4.0,شخص ما كَيْطْبَخْ الْمَعْقُولَاتْ.,إمراة كَتْغْلَطْ الْمَعْلُومَاتْ فْالْمَا.
train,main-captions,MSRvid,2012test,0243,3.2,مجموعة من الناس يرقصون على التل.,مجموعة من الناس يرقصون.
train,main-captions,MSRvid,2012test,0245,1.0,رَاهْ رَاجِلْ كَيْرَقْصْ فْالْخَارِجْ.,رَاجِلْ كَيْعَزّْفْ فِيلُوتْ.
train,main-captions,MSRvid,2012test,0246,1.0,إمراة كَتْطْعِمْ رَاجْلْ.,إمرأة بتخليط اللحوم.
train,main-captions,MSRvid,2012test,0247,0.6,وَاحْدْ الرَّاجْلْ كَيْضَعْ فْالْفْرَاشْ فْالْفُونْ.,إمرأة كاينة البصل.
train,main-captions,MSRvid,2012test,0249,0.4,إمراة جالسة عند مكتب.,إمراة كَتّْرْكَبْ عْلَى حْمَرْ.
train,main-captions,MSRvid,2012test,0250,3.4,الأطباء ينقلون المريض على السرير.,الطبيب يسرع المريض على السرير.
train,main-captions,MSRvid,2012test,0252,3.6,إمراة كَتْعَزّْفْ فْالْفَلْيَة فِي السَّاحة.,كانت المرأة تعزف على الفلوة.
train,main-captions,MSRvid,2012test,0254,3.0,طفلين من الباندا يلعبون.,هُمْ غَانْدَانْ كَيْضَعُو مْعَاهُمْ.
