split,genre,dataset,year,sid,score,sentence1,sentence2
train,main-captions,MSRvid,2012test,0073,3.2,एक माणूस गिटार वाजवत आहे.,एक मुलगा गिटार वाजवत आहे.
train,main-captions,MSRvid,2012test,0075,4.4,एक लहान मुलगा कीबोर्ड वाजवत आहे.,एक मुलगा कीबोर्ड खेळत आहे.
train,main-captions,MSRvid,2012test,0077,3.75,एक माणूस गिटार वाजवत आहे.,एक माणूस इलेक्ट्रिक गिटार वाजवत आहे.
train,main-captions,MSRvid,2012test,0078,4.75,एक कुत्रा बाळाला चावतो.,एक कुत्रा बाळाला लळत आहे.
train,main-captions,MSRvid,2012test,0080,3.2,एक स्त्री एक कापूस कापत आहे.,एक माणूस कापतो आणि कापतो.
train,main-captions,MSRvid,2012test,0081,1.556,एक माणूस गिटार वाजवत आहे.,एक माणूस ड्रम वाजवत आहे.
train,main-captions,MSRvid,2012test,0083,3.938,एक स्त्री मिरची कापत आहे.,एका महिलेने लाल मिरची कापली आहे.
train,main-captions,MSRvid,2012test,0084,5.0,एक माणूस ड्रम वाजवत आहे.,एक माणूस ड्रम वाजवतो.
train,main-captions,MSRvid,2012test,0085,5.0,एक स्त्री घोड्यावर चढते.,एक स्त्री घोड्यावर बसली आहे.
train,main-captions,MSRvid,2012test,0086,4.0,एक माणूस झाडाजवळ एक केळी खात आहे.,एक माणूस केळी खात आहे.
train,main-captions,MSRvid,2012test,0087,1.6,एक मांजर कीबोर्ड खेळत आहे.,एक माणूस दोन कीबोर्ड वाजवत आहे.
train,main-captions,MSRvid,2012test,0089,4.75,एक माणूस भाजीने झाड कापतो.,एका माणसाने भाजीने झाड कापले.
train,main-captions,MSRvid,2012test,0090,3.5,एक मुलगा खेळण्यासारखा फोन खेळतो.,एक लहान मुलगा खेळण्यासारखा फोन खेळतो.
train,main-captions,MSRvid,2012test,0093,1.4,एक माणूस मोटारसायकल चालवत आहे.,एक माणूस घोड्यावर सवार आहे.
train,main-captions,MSRvid,2012test,0094,1.4,एक माणूस मोटारसायकल चालवत आहे.,एक माणूस घोड्यावर सवार आहे.
train,main-captions,MSRvid,2012test,0099,4.0,एक स्कार्फ वृत्तात फिरत आहे.,एक बिबट्या मंडळांमध्ये फिरते.
train,main-captions,MSRvid,2012test,0101,5.0,एक पुरुष आणि एक स्त्री एकमेकांना चुंबन घेत आहेत.,एक पुरुष आणि एक स्त्री चुंबन घेतात.
train,main-captions,MSRvid,2012test,0102,3.833,एक माणूस कारमध्ये चढत आहे.,एक माणूस एका गॅरेजमध्ये कारमध्ये चढत आहे.
train,main-captions,MSRvid,2012test,0104,0.6,एक माणूस नाचत आहे.,एक माणूस बोलत आहे.
train,main-captions,MSRvid,2012test,0105,2.917,एक माणूस गिटार वाजवत आहे आणि गावत आहे.,एक माणूस गिटार वाजवत आहे.
train,main-captions,MSRvid,2012test,0106,4.2,एखादी व्यक्ती मशरूम कापत आहे.,एखाद्या व्यक्तीने चाकूने मशरूम कापले आहेत.
train,main-captions,MSRvid,2012test,0108,2.0,वाघाचे पिल्लू आवाज काढत आहे.,एक वाघ फिरत आहे.
train,main-captions,MSRvid,2012test,0109,2.6,एखादी व्यक्ती प्याज कापून घेत आहे.,एखादी व्यक्ती लसूण काढत आहे.
train,main-captions,MSRvid,2012test,0110,1.6,एक माणूस पियानो वाजवत आहे.,एक माणूस कर्णा वाजवत आहे.
train,main-captions,MSRvid,2012test,0111,2.0,एक स्त्री बटाट्याची कापणी करत आहे.,एक स्त्री एक सफरचंद काढत आहे.
train,main-captions,MSRvid,2012test,0112,4.2,एक पंकदा बांबू खात आहे.,एक पांडा अस्वल काही बांबू खात आहे.
train,main-captions,MSRvid,2012test,0113,2.0,एखादी व्यक्ती लसूण काढत आहे.,एखादी व्यक्ती तांदूळ काढत आहे.
train,main-captions,MSRvid,2012test,0114,4.8,एक माकड दुसर्या माकडाला ढकलते.,बंदूने दुसर्या बंदूला धक्का दिला.
train,main-captions,MSRvid,2012test,0115,4.4,एक बिबट्या मंडळांमध्ये फिरते.,एक स्कार्फ वृत्तात फिरत आहे.
train,main-captions,MSRvid,2012test,0116,5.0,एक माणूस आपले शू बांधत आहे.,एक माणूस आपले शू बांधतो.
train,main-captions,MSRvid,2012test,0117,3.0,एक मुलगा गात आहे आणि पियानो वाजवत आहे.,एक मुलगा पियानो वाजवत आहे.
train,main-captions,MSRvid,2012test,0118,4.25,एक कुत्रा वॉटर मेलोन खात आहे.,एक कुत्रा वॉटरमेलोनचा एक तुकडा खात आहे.
train,main-captions,MSRvid,2012test,0119,4.25,एक स्त्री ब्रोकोली कापत आहे.,एका महिलेने ब्रोकोलीला चाकूने कापून घेत आहे.
train,main-captions,MSRvid,2012test,0120,3.8,एक माणूस बटाट्याची कापणी करत आहे.,एका माणसाने बटाट्याची पात काढली.
train,main-captions,MSRvid,2012test,0121,2.4,एक स्त्री गिटार वाजवत आहे.,एक माणूस गिटार वाजवतो.
train,main-captions,MSRvid,2012test,0123,1.6,एक स्त्री टोमॅटो कापत आहे.,एक माणूस कापूस कापत आहे.
train,main-captions,MSRvid,2012test,0125,2.0,एक माणूस पाण्याखाली पोहतो.,एक स्त्री पाण्याखाली पोहते आहे.
train,main-captions,MSRvid,2012test,0126,1.6,एक पुरुष आणि एक स्त्री बोलत आहेत.,एक माणूस आणि एक स्त्री जेवत आहेत.
train,main-captions,MSRvid,2012test,0129,4.0,एक छोटा कुत्रा योगा बॉलचा पाठलाग करत आहे.,एक कुत्रा चेंडूचा पाठलाग करत आहे.
train,main-captions,MSRvid,2012test,0130,2.2,पुरुष क्रिकेट खेळत आहेत.,पुरुष बास्केटबॉल खेळत आहेत.
train,main-captions,MSRvid,2012test,0131,4.4,एक माणूस मोटारसायकलवर जात आहे.,एक माणूस मोटारसायकलवर जात आहे.
train,main-captions,MSRvid,2012test,0132,3.6,एक माणूस गिटार वाजवत आहे.,एक माणूस गात आहे आणि गिटार वाजवत आहे.
train,main-captions,MSRvid,2012test,0133,3.6,तो माणूस फोनवर बोलत होता.,तो माणूस फोनवर बोलत आहे.
train,main-captions,MSRvid,2012test,0135,0.5,एक माणूस मासेमारी करत आहे.,एक माणूस व्यायाम करत आहे.
train,main-captions,MSRvid,2012test,0136,0.8,एक माणूस उडत आहे.,एक माणूस बोलत आहे.
train,main-captions,MSRvid,2012test,0138,0.6,दोन मुले गाडी चालवत आहेत.,दोन खाडी नाचत आहेत.
train,main-captions,MSRvid,2012test,0141,2.6,एक माणूस घोड्यावर चढत आहे.,एक मुलगी घोड्यावर जात आहे.
train,main-captions,MSRvid,2012test,0142,2.0,एक माणूस सायकल चालवत आहे.,एक माकड सायकल चालवत आहे.
train,main-captions,MSRvid,2012test,0143,2.2,एक माणूस बटाटे कापत आहे.,एक स्त्री बटाट्याची कापणी करत आहे.
train,main-captions,MSRvid,2012test,0144,2.4,एक स्त्री बटाट्याची कापणी करत आहे.,एक माणूस बटाटे कापत आहे.
train,main-captions,MSRvid,2012test,0145,3.6,एक माणूस गिटार वाजवत आहे.,कोणीतरी गिटार वाजवत आहे.
train,main-captions,MSRvid,2012test,0148,2.2,एका महिलेने एक चाकू कापला आहे.,एक स्त्री जिंजर कापत आहे.
train,main-captions,MSRvid,2012test,0149,4.8,त्या माणसाने पेपर प्लेट कापली.,एक माणूस कागदची प्लेट कापत आहे.
train,main-captions,MSRvid,2012test,0151,1.643,तो माणूस गिटार वाजवत आहे.,एक माणूस फ्लोट वाजवत आहे.
train,main-captions,MSRvid,2012test,0152,1.75,एक माणूस पियानो वाजवत आहे.,तो माणूस वायलिन वाजवत आहे.
train,main-captions,MSRvid,2012test,0154,2.25,एक स्त्री काही मांस कापत आहे.,एक स्त्री काही मांस शिजवत आहे.
train,main-captions,MSRvid,2012test,0155,4.0,एक माणूस त्याच्या कीबोर्डवर खेळत आहे.,एक माणूस कीबोर्ड पियानो वाजवत आहे.
train,main-captions,MSRvid,2012test,0157,4.8,त्या बाईने हिरव्या प्याज कापून टाकली.,त्या बाईने हिरवा कांदा कापला.
train,main-captions,MSRvid,2012test,0158,3.2,कोणीतरी पाण्यात नूडल्स घालत आहे.,एक स्त्री पाण्यात नूडल्स उकळवत आहे.
train,main-captions,MSRvid,2012test,0160,4.0,लिओनल रिची छतावर नाचत आहे.,लिओनल रिची छतावर उभे असताना नाचतो.
train,main-captions,MSRvid,2012test,0161,4.4,एक माणूस पियानो वाजवत आहे.,एखादी व्यक्ती पियानो वाजवत आहे.
train,main-captions,MSRvid,2012test,0163,4.6,एक स्त्री फ्लोट वाजवत आहे.,एक स्त्री फ्लोट वाजवत आहे.
train,main-captions,MSRvid,2012test,0164,3.8,एक मुलगा कॅलेंडर तपासत आहे.,एक मुलगा कॅलेंडर बघत आहे.
train,main-captions,MSRvid,2012test,0165,4.8,एक स्त्री एक कापूस कापत आहे.,एक स्त्री प्याज कापत आहे.
train,main-captions,MSRvid,2012test,0166,4.857,एक माणूस गिटार वाजवत आहे.,एक माणूस गिटार वाजवतो.
train,main-captions,MSRvid,2012test,0167,5.0,एक स्त्री शिवणकाम करणारी मशीन वापरत आहे.,एक स्त्री मशीनवर शिजत आहे.
train,main-captions,MSRvid,2012test,0168,2.533,एक स्त्री पॅनकेक्स फ्लिप करत आहे.,एक कार्टून शेफ पॅनकेक्स फ्लिप करत आहे.
train,main-captions,MSRvid,2012test,0172,1.0,एक माणूस रस्त्यावर धावतो.,एक गाडी रस्त्यावरून जात आहे.
train,main-captions,MSRvid,2012test,0175,1.0,एक माणूस घोड्यावर चढत आहे.,एक माणूस फोनवर बोलत आहे.
train,main-captions,MSRvid,2012test,0176,2.0,एक माणूस सायकल चालवत आहे.,एक माणूस घोड्यावर चढत आहे.
train,main-captions,MSRvid,2012test,0178,0.143,एक स्त्री नाचत आहे.,एक माणूस खात आहे.
train,main-captions,MSRvid,2012test,0179,2.0,एक माणूस पियानो वाजवत आहे.,एक माणूस फ्लूट वाजवत आहे.
train,main-captions,MSRvid,2012test,0180,1.6,एक माणूस फ्लूट वाजवत आहे.,एक माणूस पियानो वाजवत आहे.
train,main-captions,MSRvid,2012test,0182,1.6,एक माणूस फिरत आहे.,एक माणूस नाचत आहे.
train,main-captions,MSRvid,2012test,0184,3.4,एक माकड अंगातून अंगावर फिरत आहे.,एक माकड झाडावरून झाडावर फिरत आहे.
train,main-captions,MSRvid,2012test,0185,4.0,लोक ट्रेनमधून उतरले.,लोक रेल्वे स्थानकावर रेल्वेमधून उतरले.
train,main-captions,MSRvid,2012test,0187,4.8,एक कुत्रा ट्रॅम्पोलिनवर उडी मारत आहे.,एक कुत्रा ट्रॅम्पोलिनवर उडी मारतो.
train,main-captions,MSRvid,2012test,0188,2.5,एक मुलगा वाद्य वाजवत आहे.,एक माणूस कर्णा वाजवत आहे.
train,main-captions,MSRvid,2012test,0190,1.75,एक स्त्री गिटार वाजवते.,एक माणूस गातो आणि गिटार वाजवतो.
train,main-captions,MSRvid,2012test,0191,1.0,एक स्त्री एक डिब्बा निवडत आहे.,एक स्त्री टोमॅटो कापत आहे.
train,main-captions,MSRvid,2012test,0192,5.0,एक माणूस दोरीवर चढत आहे.,एक माणूस दोरीवर चढतो.
train,main-captions,MSRvid,2012test,0193,1.4,एक माणूस गाडी उचलतो.,एक माणूस भिंतीवर चढत आहे.
train,main-captions,MSRvid,2012test,0195,4.0,एक पुरुष आणि एक स्त्री जीपमध्ये रस्त्यावरून जात आहेत.,एक पुरुष आणि एक स्त्री मोकळ्या हवेत वाहनात रस्त्यावरून जात आहेत.
train,main-captions,MSRvid,2012test,0196,3.8,शर्ट नसलेला माणूस एका खुर्चीवर बसला.,एक शर्ट नसलेला माणूस एका खुर्चीवर बसला आहे.
train,main-captions,MSRvid,2012test,0198,4.0,दोन स्त्रिया कुस्ती करत आहेत.,दोन महिला जमिनीवर कुस्ती करत आहेत.
train,main-captions,MSRvid,2012test,0199,4.0,पिल्ला निळ्या टेनिस चेंडूत खेळत होता.,एक कुत्रा टेनिस चेंडू खेळत आहे.
train,main-captions,MSRvid,2012test,0200,4.8,एक कंगरू काहीतरी खात आहे.,कांगूर खात आहे.
train,main-captions,MSRvid,2012test,0201,0.6,एक मांजर पियानो वाजवत आहे.,एक माणूस गिटार वाजवत आहे.
train,main-captions,MSRvid,2012test,0202,4.75,त्या माणसाने चाकूने कापडा कापला.,एक माणूस चाकूने कार्पेट कापत आहे.
train,main-captions,MSRvid,2012test,0203,2.2,एक स्त्री एका रस्त्यावर मोटारसायकलाने चालणारी स्कूटर चालवत आहे.,एक माणूस मोटार स्कूटरवर जात आहे.
train,main-captions,MSRvid,2012test,0204,3.0,कोणीतरी भाज्या कापून घेत आहे.,कोणीतरी टोमॅटो कापत आहे.
train,main-captions,MSRvid,2012test,0205,0.0,एक स्त्री नाचत आहे.,एक माणूस बोलत आहे.
train,main-captions,MSRvid,2012test,0207,2.2,एक कुत्रा बाळाच्या डुकराला चावतो.,एक कुत्रा बाळाला चावतो.
train,main-captions,MSRvid,2012test,0208,0.4,एक माणूस बोट रोवत आहे.,एक माणूस टोमॅटो कापत आहे.
train,main-captions,MSRvid,2012test,0210,4.8,एक माणूस बटाटे कापतो.,एक माणूस बटाटे कापतो.
train,main-captions,MSRvid,2012test,0212,4.8,एक स्त्री लसूण कापत आहे.,ती स्त्री लसूण खात आहे.
train,main-captions,MSRvid,2012test,0214,3.8,एक प्राणी मंडळांमध्ये धावतो.,एक बिबट्या मंडळांमध्ये धावते.
train,main-captions,MSRvid,2012test,0215,3.0,एक माणूस दोरीच्या पुलावर हळूहळू चालत आहे.,एक मुलगा पूल ओलांडून चालत आहे.
train,main-captions,MSRvid,2012test,0216,4.0,एक माणूस गिटार वाजवत आहे.,एका खोलीत बसलेला एक माणूस गिटार वाजवत आहे.
train,main-captions,MSRvid,2012test,0217,5.0,एक माणूस फ्लोट वाजवतो.,एक माणूस फ्लूट वाजवत आहे.
train,main-captions,MSRvid,2012test,0221,3.8,एका महिलेने काचेच्या वाड्यात दोन अंडी फाटल्या.,एक स्त्री एक अंडी एक वाडगा मध्ये क्रॅक करत आहे.
train,main-captions,MSRvid,2012test,0223,3.0,एक माणूस मासे कापत आहे.,एक माणूस माशाच्या आतड्यांना आतडे देतो.
train,main-captions,MSRvid,2012test,0224,4.4,दोन माणसे कारच्या ट्रंकमध्ये सुटकेस पॅक करत आहेत.,माणसे कारच्या ट्रंकमध्ये सुटकेस ठेवतात.
train,main-captions,MSRvid,2012test,0226,3.8,एक माणूस काही टोमॅटोवर तेल ओततो.,त्या माणसाने कापलेल्या टोमॅटोवर तेल ओतले.
train,main-captions,MSRvid,2012test,0227,3.0,एखादा माणूस काहीतरी कापून घेत आहे.,एक माणूस भाकरी कापून घेत आहे.
train,main-captions,MSRvid,2012test,0230,0.667,एक माणूस एक कॅनो पळवत आहे.,एक माणूस वाद्य वाजवत आहे.
train,main-captions,MSRvid,2012test,0231,4.0,एक पुरुष आणि एक स्त्री जंगलात एकत्र फिरत आहेत.,एक पुरुष आणि एक स्त्री जंगलातून हात-हाती फिरत आहेत.
train,main-captions,MSRvid,2012test,0233,3.75,त्या महिलेने कांगूर उचलला.,एका महिलेने एक बाळ कांगूर उचलले.
train,main-captions,MSRvid,2012test,0234,4.133,मासे पोहतात.,एक मासे जलतरण करत आहे.
train,main-captions,MSRvid,2012test,0235,4.0,दोन स्त्रिया अन्न प्रोसेसरमध्ये काहीतरी मिसळतात.,दोन स्त्रिया ब्लेंडरमध्ये काहीतरी बनवतात.
train,main-captions,MSRvid,2012test,0237,3.6,एखादी व्यक्ती मोठ्या लाटेवर सर्फ करत आहे.,एखादी व्यक्ती सर्फ करत आहे.
train,main-captions,MSRvid,2012test,0238,1.2,एक माणूस गिटार वाजवत आहे.,एक माणूस ध्येयाला चाकू मारत आहे.
train,main-captions,MSRvid,2012test,0239,1.6,बँडमध्ये एक माणूस फ्लोट वाजवत आहे.,एक माणूस गिटार वाजवत आहे.
train,main-captions,MSRvid,2012test,0240,4.0,माणसाने भाकरीच्या पानावर मसाला पसरवला.,एक माणूस भाकरीवर मसाला पसरवत आहे.
train,main-captions,MSRvid,2012test,0241,4.0,एखादी व्यक्ती नूडल्स उकळवत आहे.,एक स्त्री पाण्यात नूडल्स उकळवत आहे.
train,main-captions,MSRvid,2012test,0243,3.2,एका डोंगरावर लोकांचा एक गट नाचतो.,एक गट लोक नाचत आहेत.
train,main-captions,MSRvid,2012test,0245,1.0,एक माणूस बाहेर नाचत आहे.,एक माणूस फ्लूट वाजवत आहे.
train,main-captions,MSRvid,2012test,0246,1.0,एक स्त्री पुरुषाला खायला देत आहे.,एक स्त्री मांस मिसळत आहे.
train,main-captions,MSRvid,2012test,0247,0.6,एखादा माणूस ओव्हनमध्ये पॅन ठेवतो.,एक स्त्री एक कापूस कापत आहे.
train,main-captions,MSRvid,2012test,0249,0.4,एका टेबलावर एक स्त्री बसली आहे.,एक स्त्री गाढवावर बसली आहे.
train,main-captions,MSRvid,2012test,0250,3.4,डॉक्टर एका रुग्णाला बेडवर घेऊन जातात.,डॉक्टरांनी रुग्णाला बेडवर उडी मारली आहे.
train,main-captions,MSRvid,2012test,0252,3.6,एक स्त्री स्टेजवर फ्लोट वाजवत आहे.,ती स्त्री फ्लोट वाजवत आहे.
train,main-captions,MSRvid,2012test,0254,3.0,दोन बाळ पांडा खेळत आहेत.,दोन पांडा एकत्र पडत आहेत.
train,main-captions,MSRvid,2012test,0256,4.0,एक बाळ हसत आहे.,एक बाळ हसत आणि हसत आहे.
train,main-captions,MSRvid,2012test,0257,1.2,एक माणूस गिटार वाजवत आहे.,एक मुलगा पियानो वाजवत आहे.
train,main-captions,MSRvid,2012test,0259,0.6,एक माणूस कागद फोल्ड करत आहे.,एक स्त्री मिरची कापत आहे.
train,main-captions,MSRvid,2012test,0260,1.6,तीन स्त्रिया नाचत आहेत.,तो माणूस नाचत आहे.
train,main-captions,MSRvid,2012test,0262,2.6,मांजरे एकमेकांशी खेळत आहेत.,दोन मांजरे एकमेकांशी लढत आहेत.
train,main-captions,MSRvid,2012test,0263,3.6,एखादी व्यक्ती लिहित आहे.,एखादी व्यक्ती पेन्सिलने लिहित आहे.
train,main-captions,MSRvid,2012test,0267,3.5,एक माणूस पळत आहे.,एक माणूस रस्त्यावरून पळत आहे.
train,main-captions,MSRvid,2012test,0268,3.765,ती स्त्री पैसे फिरवत आहे.,एक स्त्री फ्लोरिंग आणि रोलिंग आटा आहे.
train,main-captions,MSRvid,2012test,0269,2.75,एक स्त्री मांसावर मसाले घालत आहे.,स्त्री मांसात साखर घालत आहे.
train,main-captions,MSRvid,2012test,0270,2.25,एक स्त्री माशांना तेल घालत आहे.,एक स्त्री माशांवर पाणी ओतली आहे.
train,main-captions,MSRvid,2012test,0271,2.75,एका लहान मुलाच्या हातात गिटार आहे.,एक लहान मुलगा गिटार वाजवत आहे.
train,main-captions,MSRvid,2012test,0272,3.8,एक चित्ता पळत आहे.,एक चीपर एका शेतात पळत आहे.
train,main-captions,MSRvid,2012test,0273,4.8,तो माणूस पिझ्झा खात आहे.,एक माणूस पिझ्झाचा तुकडा खात आहे.
train,main-captions,MSRvid,2012test,0274,3.6,एक ऑरंगुटान बसमध्ये जात आहे.,एक माकड बसमध्ये बसत आहे.
train,main-captions,MSRvid,2012test,0275,1.2,एक पुरुष आणि एक स्त्री रेस्टॉरंटमध्ये बोलतात.,एक पुरुष आणि एक स्त्री सायकल चालवत आहेत.
train,main-captions,MSRvid,2012test,0277,0.4,एक माणूस गिटार वाजवत आहे.,एक माणूस काचेचा दरवाजा साफ करत आहे.
train,main-captions,MSRvid,2012test,0278,2.4,एक मुलगी गात आहे आणि गिटार वाजवत आहे.,गिटार वाजवताना एक तरुण गात आहे.
train,main-captions,MSRvid,2012test,0282,3.941,एक मुलगी सांकेतिक भाषेत संवाद साधत आहे.,एक तरुण मुलगी सांकेतिक भाषेचा वापर करत आहे.
train,main-captions,MSRvid,2012test,0283,0.5,एक स्त्री वजन व्यायाम करत आहे.,एक स्त्री आपले केस करत आहे.
train,main-captions,MSRvid,2012test,0284,3.75,एक माणूस कारमध्ये प्रवेश करत आहे.,एक वृद्ध माणूस लाल कारमध्ये चढत आहे.
train,main-captions,MSRvid,2012test,0285,4.0,एक मोठी हिरवी चेंडू बटाट्याला ढकलते.,एक मोठी हिरवी बॉल बटाटाला मारते.
