split,genre,dataset,year,sid,score,sentence1,sentence2
train,main-captions,MSRvid,2012test,0062,1.6,አንድ ሕፃን ነብር ከኳስ ጋር እየተጫወተ ነው።,አንድ ሕፃን በአሻንጉሊት እየተጫወተ ነው።
train,main-captions,MSRvid,2012test,0064,1.75,አንድ ሰው ቲማቲም እየቆረጠ ነው።,አንድ ሰው ስጋ እየቆረጠ ነው።
train,main-captions,MSRvid,2012test,0065,5.0,አንድ ሰው አንድ ሽንኩርት ይቆረጣል.,አንድ ሰው አንድ ሽንኩርት እየቆረጠ ነው።
train,main-captions,MSRvid,2012test,0068,1.0,አንድ ሰው ፒያኖ እየተጫወተ ነው።,አንዲት ሴት ቫዮሊን እየተጫወተች ነው።
train,main-captions,MSRvid,2012test,0069,1.0,አንዲት ሴት ፉልታ እየተጫወተች ነው።,አንድ ሰው ጊታር እየተጫወተ ነው።
train,main-captions,MSRvid,2012test,0070,2.375,አንድ ሰው ድንች እየቆረጠ ነው።,አንድ ሰው ሽንኩርት እየቆረጠ ነው።
train,main-captions,MSRvid,2012test,0071,3.8,አንድ ልጅ ጊታር እየተጫወተ ነው።,አንድ ልጅ ጊታር እየተጫወተ ነው።
train,main-captions,MSRvid,2012test,0072,3.2,አንድ ልጅ ጊታር እየተጫወተ ነው።,አንድ ሰው ጊታር እየተጫወተ ነው።
train,main-captions,MSRvid,2012test,0073,3.2,አንድ ሰው ጊታር እየተጫወተ ነው።,አንድ ልጅ ጊታር እየተጫወተ ነው።
train,main-captions,MSRvid,2012test,0075,4.4,አንድ ትንሽ ልጅ ቁልፍ ሰሌዳ እየተጫወተ ነው።,አንድ ልጅ ቁልፍ ሰሌዳ እየተጫወተ ነው።
train,main-captions,MSRvid,2012test,0077,3.75,አንድ ሰው ጊታር እየተጫወተ ነው።,አንድ ሰው የኤሌክትሪክ ጊታር እየተጫወተ ነው።
train,main-captions,MSRvid,2012test,0078,4.75,ውሻ አንድ ሕፃን ይልቃል.,ውሻ አንድ ሕፃን እየላቀ ነው።
train,main-captions,MSRvid,2012test,0080,3.2,አንዲት ሴት ሽንኩርት እየቆረጠች ነው።,አንድ ሰው ቁርጥራጭ እና ሽንኩርት እየቆረጠ ነው.
train,main-captions,MSRvid,2012test,0081,1.556,አንድ ሰው ጊታር እየተጫወተ ነው።,አንድ ሰው በበሮ እየተጫወተ ነው።
train,main-captions,MSRvid,2012test,0083,3.938,አንዲት ሴት ፔፐርን እየቆረጠች ነው።,አንዲት ሴት ቀይ ሽንኩርት እየቆረጠች ነው።
train,main-captions,MSRvid,2012test,0084,5.0,አንድ ሰው በበሮ እየተጫወተ ነው።,አንድ ሰው በበሮ ይጫወታል.
train,main-captions,MSRvid,2012test,0085,5.0,አንዲት ሴት ፈረስ ላይ ትጋልባለች።,አንዲት ሴት ፈረስ ላይ ትጋልባለች።
train,main-captions,MSRvid,2012test,0086,4.0,አንድ ሰው በዛፍ አጠገብ አንድ ሙዝ እየበላ ነው።,አንድ ሰው ሙዝ እየበላ ነው።
train,main-captions,MSRvid,2012test,0087,1.6,አንድ ድመት ቁልፍ ሰሌዳ እየተጫወተ ነው።,አንድ ሰው ሁለት ቁልፍ ሰሌዳዎችን እየተጫወተ ነው።
train,main-captions,MSRvid,2012test,0089,4.75,አንድ ሰው አንድን ዛፍ በሳር ይቆረጣል.,አንድ ሰው በሳር ዛፍ ቈረጠ።
train,main-captions,MSRvid,2012test,0090,3.5,አንድ ልጅ በመጫወቻ ስልክ ይጫወታል.,አንድ ትንሽ ልጅ በመጫወቻ ስልክ ይጫወታል.
train,main-captions,MSRvid,2012test,0093,1.4,አንድ ሰው ሞተር ሳይክል ይጓዛል።,አንድ ሰው በፈረሱ ላይ ይጋልባል።
train,main-captions,MSRvid,2012test,0094,1.4,አንድ ሰው ሞተር ሳይክል ይጓዛል።,አንድ ሰው በፈረሱ ላይ ይጋልባል።
train,main-captions,MSRvid,2012test,0099,4.0,አንዲት እንቁራሪት በዙሪያው እየተሽከረከረች ነው።,አንዲት እንቁራሪት በዙሪያው ትሮጣለች።
train,main-captions,MSRvid,2012test,0101,5.0,አንድ ወንድና አንዲት ሴት እየተሳቡ ነው።,አንድ ወንድና አንዲት ሴት መሳም.
train,main-captions,MSRvid,2012test,0102,3.833,አንድ ሰው ወደ መኪና እየገባ ነው።,አንድ ሰው ጋራዥ ውስጥ ወደ አንድ መኪና እየገባ ነው።
train,main-captions,MSRvid,2012test,0104,0.6,አንድ ሰው እየጨፈጨፈ ነው።,አንድ ሰው እየተናገረ ነው.
train,main-captions,MSRvid,2012test,0105,2.917,አንድ ሰው ጊታር እየተጫወተ እና እየዘመረ ነው።,አንድ ሰው ጊታር እየተጫወተ ነው።
train,main-captions,MSRvid,2012test,0106,4.2,አንድ ሰው እንጉዳይ እየቆረጠ ነው።,አንድ ሰው እንጉዳይ በቢራ እየቆረጠ ነው።
train,main-captions,MSRvid,2012test,0108,2.0,የትግራይ ሕፃን ድምፅ እያወጣ ነው።,አንድ ነብር በዙሪያው እየተራመደ ነው።
train,main-captions,MSRvid,2012test,0109,2.6,አንድ ሰው ሽንኩርት እየቆረጠ ነው።,አንድ ሰው ጠንከር ያለ ጠንከር ያለ ጠንከር ያለ ጠንከር ያለ ጠንከር ያለ ጠንከር ያለ ጠንከር ያለ ጠንከር ያለ ጠንከር ያለ ጠንከር ያለ ጠንከር ያለ ጠንከር ያለ ጠንከር ያለ ጠንከር ያለ ጠንከር ያለ ጠንከር ያለ ጠንከር ያለ ጠንከር ያለ ጠንከር ያለ ጠንከር ያለ ጠንከር ያለ ጠንከር ያለ ጠንከር ያለ ጠንከር ያለ ጠንከር ያለ ጠንከር ያለ ጠንከር ያለ ጠንከር ያለ ጠንከር ያለ ነው
train,main-captions,MSRvid,2012test,0110,1.6,አንድ ሰው ፒያኖ እየተጫወተ ነው።,አንድ ሰው መለከት እየተጫወተ ነው።
train,main-captions,MSRvid,2012test,0111,2.0,አንዲት ሴት ድንች እየቆረጠች ነው።,አንዲት ሴት አንድ ፖም እየቆረጠች ነው።
train,main-captions,MSRvid,2012test,0112,4.2,አንድ ፓንክዳ ባንቦን እየበላ ነው።,አንድ ፓንዳ ድብ አንዳንድ bamboo እየበላ ነው.
train,main-captions,MSRvid,2012test,0113,2.0,አንድ ሰው ጠንከር ያለ ጠንከር ያለ ጠንከር ያለ ጠንከር ያለ ጠንከር ያለ ጠንከር ያለ ጠንከር ያለ ጠንከር ያለ ጠንከር ያለ ጠንከር ያለ ጠንከር ያለ ጠንከር ያለ ጠንከር ያለ ጠንከር ያለ ጠንከር ያለ ጠንከር ያለ ጠንከር ያለ ጠንከር ያለ ጠንከር ያለ ጠንከር ያለ ጠንከር ያለ ጠንከር ያለ ጠንከር ያለ ጠንከር ያለ ጠንከር ያለ ጠንከር ያለ ጠንከር ያለ ጠንከር ያለ ጠንከር ያለ ነው,አንድ ሰው አንድ እንቁላል እየገለበጠ ነው።
train,main-captions,MSRvid,2012test,0114,4.8,አንድ አህያ ሌላውን አህያ ይገፋፋል።,ዝንጀሮው ሌላውን ዝንጀሮ ገፋው።
train,main-captions,MSRvid,2012test,0115,4.4,አንዲት እንቁራሪት በዙሪያው ትሮጣለች።,አንዲት እንቁራሪት በዙሪያ እየተንቀሳቀሰች ነው።
train,main-captions,MSRvid,2012test,0116,5.0,አንድ ሰው ጫማውን እያሰረ ነው።,አንድ ሰው ጫማውን ይያዛል።
train,main-captions,MSRvid,2012test,0117,3.0,አንድ ልጅ እየዘመረ እና ፒያኖ እየተጫወተ ነው።,አንድ ልጅ ፒያኖ እየተጫወተ ነው።
train,main-captions,MSRvid,2012test,0118,4.25,ውሻ የውሃ ሽንኩርት እየበላ ነው።,አንድ ውሻ አንድ ቁራጭ ሽንኩርት እየበላ ነው።
train,main-captions,MSRvid,2012test,0119,4.25,አንዲት ሴት ብሮኮሊ እየቆረጠች ነው።,አንዲት ሴት ብሮኮሊን በጦር እየቆረጠች ነው።
train,main-captions,MSRvid,2012test,0120,3.8,አንድ ሰው ድንች እየቆረጠ ነው።,አንድ ሰው ድንች አቆራረጠ።
train,main-captions,MSRvid,2012test,0121,2.4,አንዲት ሴት ጊታር እየተጫወተች ነው።,አንድ ሰው ጊታር ይጫወታል።
train,main-captions,MSRvid,2012test,0123,1.6,አንዲት ሴት ቲማቲም እየቆረጠች ነው።,አንድ ሰው ሽንኩርት እየቆረጠ ነው።
train,main-captions,MSRvid,2012test,0125,2.0,አንድ ሰው በውኃ ሥር ይዋኛል።,አንዲት ሴት በውኃ ውስጥ ታጥባለች።
train,main-captions,MSRvid,2012test,0126,1.6,አንድ ወንድና አንዲት ሴት እየተነጋገሩ ነው።,አንድ ወንድና አንዲት ሴት እየበሉ ነው።
train,main-captions,MSRvid,2012test,0129,4.0,አንድ ትንሽ ውሻ የዮጋ ኳስን እየሳደደ ነው።,አንድ ውሻ ኳስ እያሳደደ ነው።
train,main-captions,MSRvid,2012test,0130,2.2,ወንዶች ክሪኬት እየተጫወቱ ነው.,ወንዶች ቅርጫት ኳስ እየተጫወቱ ነው.
train,main-captions,MSRvid,2012test,0131,4.4,አንድ ሰው በሞተር ሳይክል ይወጣል።,አንድ ሰው ሞተርሳይክል ይጋልባል.
train,main-captions,MSRvid,2012test,0132,3.6,አንድ ሰው ጊታር እየተጫወተ ነው።,አንድ ሰው እየዘመረ እና ጊታር እየተጫወተ ነው.
train,main-captions,MSRvid,2012test,0133,3.6,ሰውየው በስልክ ተነጋገረ።,ሰውየው በስልክ እየተናገረ ነው።
train,main-captions,MSRvid,2012test,0135,0.5,አንድ ሰው ዓሣ እየያዘ ነው።,አንድ ሰው እየተለማመደ ነው።
train,main-captions,MSRvid,2012test,0136,0.8,አንድ ሰው ተንሳፋፊ ነው።,አንድ ሰው እየተናገረ ነው.
train,main-captions,MSRvid,2012test,0138,0.6,ሁለት ልጆች እየነዱ ነው።,ሁለት የባህር ዳርቻዎች ይጨዋወታሉ።
train,main-captions,MSRvid,2012test,0141,2.6,አንድ ሰው በፈረሱ ላይ ይጋልባል።,አንዲት ልጅ ፈረስ ላይ ትጋልባለች።
train,main-captions,MSRvid,2012test,0142,2.0,አንድ ሰው ብስክሌት እየነዳ ነው።,አንድ አህያ ብስክሌት ይጋልባል.
train,main-captions,MSRvid,2012test,0143,2.2,አንድ ሰው ድንች እየቆረጠ ነው።,አንዲት ሴት ድንች እየቆረጠች ነው።
train,main-captions,MSRvid,2012test,0144,2.4,አንዲት ሴት ድንች እየቆረጠች ነው።,አንድ ሰው ድንች እየቆረጠ ነው።
train,main-captions,MSRvid,2012test,0145,3.6,አንድ ሰው ጊታር እየተጫወተ ነው።,አንድ ሰው ጊታር እየተጫወተ ነው።
train,main-captions,MSRvid,2012test,0148,2.2,አንዲት ሴት ቁርጥራጭ እየቆረጠች ነው።,አንዲት ሴት ዘንቢርን እየቆረጠች ነው።
train,main-captions,MSRvid,2012test,0149,4.8,ሰውየው የወረቀት ሳህን ቈረጠ።,አንድ ሰው የወረቀት ሳህን እየቆረጠ ነው።
train,main-captions,MSRvid,2012test,0151,1.643,ሰውየው ጊታር እየተጫወተ ነው።,አንድ ሰው ፍላጣ እየተጫወተ ነው።
train,main-captions,MSRvid,2012test,0152,1.75,አንድ ሰው ፒያኖ እየተጫወተ ነው።,ሰውየው ቫዮሊን እየተጫወተ ነው።
train,main-captions,MSRvid,2012test,0154,2.25,አንዲት ሴት ሥጋ እየቆረጠች ነው።,አንዲት ሴት ሥጋ እያበሰረች ነው።
train,main-captions,MSRvid,2012test,0155,4.0,አንድ ሰው በቁልፍ ሰሌዳው ላይ እየተጫወተ ነው።,አንድ ሰው የፒያኖ ቁልፍ ሰሌዳ እየተጫወተ ነው።
train,main-captions,MSRvid,2012test,0157,4.8,ሴቲቱ አረንጓዴው ሽንኩርት ተቆርጣለች።,ሴቲቱ አረንጓዴ ሽንኩርት ቆረጠች።
train,main-captions,MSRvid,2012test,0158,3.2,አንድ ሰው ውኃ ውስጥ ዱቄት እያስቀመጠ ነው.,አንዲት ሴት ዱቄት በውሃ ውስጥ እያፈላች ነው።
train,main-captions,MSRvid,2012test,0160,4.0,ሊዮኔል ሪቺ በጣሪያው ላይ እየጨፈጨፈ ነው።,ሊዮኔል ሪቺ በጣሪያው ላይ ቆሞ ዳንስ ያደርጋል።
train,main-captions,MSRvid,2012test,0161,4.4,አንድ ሰው ፒያኖ እየተጫወተ ነው።,አንድ ሰው ፒያኖ እየተጫወተ ነው።
train,main-captions,MSRvid,2012test,0163,4.6,አንዲት ሴት ፉልታ እየተጫወተች ነው።,አንዲት ሴት ፉልታ ትጫወታለች።
train,main-captions,MSRvid,2012test,0164,3.8,አንድ ልጅ የቀን መቁጠሪያውን እያጣራ ነው።,አንድ ልጅ የቀን መቁጠሪያን እየተመለከተ ነው።
train,main-captions,MSRvid,2012test,0165,4.8,አንዲት ሴት ሽንኩርት እየቆረጠች ነው።,አንዲት ሴት ሽንኩርት እየቆረጠች ነው።
train,main-captions,MSRvid,2012test,0166,4.857,አንድ ሰው ጊታር እየተጫወተ ነው።,አንድ ሰው ጊታር ይጫወታል።
train,main-captions,MSRvid,2012test,0167,5.0,አንዲት ሴት የሽርሽር ማሽን ትጠቀማለች።,አንዲት ሴት በማሽን ላይ እየሠራች ነው።
train,main-captions,MSRvid,2012test,0168,2.533,አንዲት ሴት ፓንኬክ እያዞረች ነው።,አንድ የካርቱን ሼፍ ፓንኬክ እያዞረ ነው።
train,main-captions,MSRvid,2012test,0172,1.0,አንድ ሰው በመንገድ ላይ እየሮጠ ነው።,መኪና በመንገድ ላይ እየሄደ ነው።
train,main-captions,MSRvid,2012test,0175,1.0,አንድ ሰው በፈረሱ ላይ ይጋልባል።,አንድ ሰው በስልክ እየተናገረ ነው።
train,main-captions,MSRvid,2012test,0176,2.0,አንድ ሰው ብስክሌት እየነዳ ነው።,አንድ ሰው በፈረሱ ላይ ይጋልባል።
train,main-captions,MSRvid,2012test,0178,0.143,አንዲት ሴት እየጨፈጨፈች ነው።,አንድ ሰው እየበላ ነው።
train,main-captions,MSRvid,2012test,0179,2.0,አንድ ሰው ፒያኖ እየተጫወተ ነው።,አንድ ሰው ፍላጣ እየተጫወተ ነው።
train,main-captions,MSRvid,2012test,0180,1.6,አንድ ሰው ፍላጣ እየተጫወተ ነው።,አንድ ሰው ፒያኖ እየተጫወተ ነው።
train,main-captions,MSRvid,2012test,0182,1.6,አንድ ሰው እየተሽከረከረ ነው።,አንድ ሰው እየጨፈጨፈ ነው።
train,main-captions,MSRvid,2012test,0184,3.4,አንዲት አህያ ከአንገት እስከ አንገት እየተንቀሳቀሰች ነው።,ዝንጀሮ ከዛፍ ወደ ዛፍ እየተንቀሳቀሰ ነው።
train,main-captions,MSRvid,2012test,0185,4.0,ሰዎች ከባቡሩ ወረዱ።,ሰዎች በጣቢያው ከባቡሩ ወረዱ።
train,main-captions,MSRvid,2012test,0187,4.8,አንድ ውሻ በትራምፖሊን ላይ እየዘለለ ነው።,አንድ ውሻ በትራምፖሊን ላይ ይንቀጠቀጣል።
train,main-captions,MSRvid,2012test,0188,2.5,አንድ ልጅ መሣሪያ እየተጫወተ ነው።,አንድ ሰው መለከት እየተጫወተ ነው።
train,main-captions,MSRvid,2012test,0190,1.75,አንዲት ሴት ጊታር ትጫወታለች።,አንድ ሰው ይዘምራል እና ጊታር ይጫወታል.
train,main-captions,MSRvid,2012test,0191,1.0,አንዲት ሴት ጠርሙስ እየመረጠች ነው።,አንዲት ሴት ቲማቲም እየቆረጠች ነው።
train,main-captions,MSRvid,2012test,0192,5.0,አንድ ሰው ገመድ እየወጣ ነው።,አንድ ሰው ገመድ ላይ ይወጣል።
train,main-captions,MSRvid,2012test,0193,1.4,አንድ ሰው መኪና እየነሣ ነው።,አንድ ሰው ግድግዳ ላይ እየወጣ ነው።
train,main-captions,MSRvid,2012test,0195,4.0,አንድ ወንድና አንዲት ሴት በጂፕ በመንገድ ላይ እየነዱ ነው።,አንድ ወንድና አንዲት ሴት በንጹሕ አየር ተሽከርካሪ በመንገድ ላይ እየነዱ ነው።
train,main-captions,MSRvid,2012test,0196,3.8,ሸሚዝ የሌለው ሰው ወንበር ላይ ተቀምጦ ነበር።,ያለ ሸሚዝ ሰው ወንበር ላይ ተቀምጦ ነው።
train,main-captions,MSRvid,2012test,0198,4.0,ሁለት ሴቶች እየታገሉ ነው።,ሁለት ሴቶች መሬት ላይ እየታገሉ ነው።
train,main-captions,MSRvid,2012test,0199,4.0,ውሻው ሰማያዊ የቴኒስ ኳስ ይጫወት ነበር።,አንድ ውሻ በቴኒስ ኳስ እየተጫወተ ነው።
train,main-captions,MSRvid,2012test,0200,4.8,አንድ ካንግሮ አንድ ነገር እየበላ ነው.,አንድ ካንጉሮ እየበላ ነው.
train,main-captions,MSRvid,2012test,0201,0.6,አንድ ድመት ፒያኖ እየተጫወተ ነው።,አንድ ሰው ጊታር እየተጫወተ ነው።
train,main-captions,MSRvid,2012test,0202,4.75,ሰውየው አንድን የመንሸራተቻ ንጣፍ በቢራ ተቆረጠ።,አንድ ሰው ጋሊፎን በጦር እየቆረጠ ነው።
train,main-captions,MSRvid,2012test,0203,2.2,አንዲት ሴት በመንገድ ላይ ሞተር ተሽከርካሪ ስኩተር እየነዳች ነው።,አንድ ሰው ሞተር ስኩተር ይጋልባል.
train,main-captions,MSRvid,2012test,0204,3.0,አንድ ሰው አትክልት እየቆረጠ ነው።,አንድ ሰው ቲማቲም እየቆረጠ ነው።
train,main-captions,MSRvid,2012test,0205,0.0,አንዲት ሴት እየጨፈጨፈች ነው።,አንድ ሰው እየተናገረ ነው.
train,main-captions,MSRvid,2012test,0207,2.2,አንድ ውሻ የሕፃኑን ሽንኩርት ይልቃል.,ውሻ አንድ ሕፃን ይልቃል.
train,main-captions,MSRvid,2012test,0208,0.4,አንድ ሰው ጀልባ እየነዳ ነው።,አንድ ሰው ቲማቲም እየቆረጠ ነው።
train,main-captions,MSRvid,2012test,0210,4.8,አንድ ሰው ድንች ይቆረጣል.,አንድ ሰው ድንች ይቁረጣል።
train,main-captions,MSRvid,2012test,0212,4.8,አንዲት ሴት ሽንኩርት እየቆረጠች ነው።,ሴትየዋ ሽንኩርት እየቆረጠች ነው።
train,main-captions,MSRvid,2012test,0214,3.8,አንድ እንስሳ በዙሪያው ይሮጣል.,አንዲት እንቁራሪት በክበቦች ውስጥ ትሮጣለች።
train,main-captions,MSRvid,2012test,0215,3.0,አንድ ሰው በገመድ ድልድይ ላይ ቀስ በቀስ እየተራመደ ነው።,አንድ ልጅ ድልድይ ላይ እየተራመደ ነው።
train,main-captions,MSRvid,2012test,0216,4.0,አንድ ሰው ጊታር እየተጫወተ ነው።,በአንድ ክፍል ውስጥ የተቀመጠ አንድ ሰው ጊታር እየተጫወተ ነው።
train,main-captions,MSRvid,2012test,0217,5.0,አንድ ሰው ፍላጣ ይጫወታል።,አንድ ሰው ፍላጣ እየተጫወተ ነው።
train,main-captions,MSRvid,2012test,0221,3.8,አንዲት ሴት ሁለት እንቁላሎችን በብርጭቆ ሳህን ውስጥ ትፈርስባለች።,አንዲት ሴት አንድ እንቁላል ወደ ሳህን እየሰበረች ነው።
train,main-captions,MSRvid,2012test,0223,3.0,አንድ ሰው ዓሣ እየቆረጠ ነው።,አንድ ሰው ዓሣን ይንከባከባል.
train,main-captions,MSRvid,2012test,0224,4.4,ሁለት ሰዎች በኪስ ቦርሳ ውስጥ ሻንጣዎችን እያከማቹ ነው።,ወንዶቹ በኪስ ቦርሳ ውስጥ ሻንጣዎችን እያስቀመጡ ነው ።
train,main-captions,MSRvid,2012test,0226,3.8,አንድ ሰው በጥቂት ቲማቲሞች ላይ ዘይት አፈሰሰ።,ሰውየው በተቆረጠው ቲማቲም ላይ ዘይት አፈሰሰ።
train,main-captions,MSRvid,2012test,0227,3.0,አንድ ሰው አንድ ነገር እየቆረጠ ነው።,አንድ ሰው ዳቦ እየቆረጠ ነው።
train,main-captions,MSRvid,2012test,0230,0.667,አንድ ሰው በካኖው ላይ እየተጓዘ ነው።,አንድ ሰው በገና እየተጫወተ ነው።
train,main-captions,MSRvid,2012test,0231,4.0,አንድ ወንድና አንዲት ሴት በጫካ ውስጥ አብረው ይራመዳሉ።,አንድ ወንድና አንዲት ሴት በጫካ አካባቢ እጅ ለእጅ እየተራመዱ ነው።
